"year","age","racehisp","degree","eqwlth","conlegis"
2014,51,"White","Graduate",5,"Hardly Any"
2014,53,"Hispanic","High School",3,"Hardly Any"
2014,68,"Hispanic","Less Than High School",4,"Only Some"
2014,71,"White","Less Than High School",5,"Hardly Any"
2014,22,"Black","Junior College",1,"Only Some"
2014,71,"White","Less Than High School",NA,NA
2014,30,"White","Bachelor",NA,NA
2014,60,"Hispanic","High School",1,"Only Some"
2014,28,"White","High School",3,"Only Some"
2014,60,"White","Graduate",NA,NA
2014,37,"White","High School",5,"Only Some"
2014,52,"Black","High School",5,"Only Some"
2014,25,"White","Bachelor",7,"Only Some"
2014,19,"White","High School",NA,NA
2014,38,"White","Bachelor",5,"Hardly Any"
2014,41,"White","Bachelor",6,"Hardly Any"
2014,43,"Black","Bachelor",NA,NA
2014,34,"Hispanic","High School",4,"Only Some"
2014,39,"Black","High School",3,"Only Some"
2014,26,"White","High School",3,"Only Some"
2014,27,"White","Bachelor",2,"Hardly Any"
2014,34,"Hispanic","High School",3,"Only Some"
2014,34,"Black","High School",4,"Only Some"
2014,38,"White","Bachelor",3,"Hardly Any"
2014,59,"White","High School",NA,NA
2014,28,"Hispanic","High School",NA,"Hardly Any"
2014,32,"Other","High School",6,"Only Some"
2014,24,"Other","High School",5,"Only Some"
2014,65,"Other","High School",NA,NA
2014,27,"Hispanic","Less Than High School",NA,NA
2014,51,"Hispanic","Bachelor",4,"A Great Deal"
2014,44,"Other","Less Than High School",4,"Only Some"
2014,44,"Hispanic","High School",NA,NA
2014,22,"Black","Less Than High School",NA,NA
2014,25,"Black","Less Than High School",4,"Only Some"
2014,38,"Black","Junior College",1,"Only Some"
2014,58,"Black","High School",3,"Only Some"
2014,38,"White","Graduate",7,"Hardly Any"
2014,53,"White","Bachelor",NA,NA
2014,42,"White","High School",6,"Hardly Any"
2014,55,"White","Bachelor",7,"Hardly Any"
2014,51,"White","Bachelor",5,"Only Some"
2014,60,"White","High School",3,"Only Some"
2014,54,"Other","Less Than High School",NA,NA
2014,38,"Hispanic","Bachelor",5,"Only Some"
2014,79,"White","High School",4,"Hardly Any"
2014,39,"White","High School",4,"Only Some"
2014,38,"White","Bachelor",4,"Hardly Any"
2014,59,"White","High School",3,"Hardly Any"
2014,56,"White","High School",5,"Hardly Any"
2014,37,"White","High School",NA,NA
2014,60,"White","High School",NA,NA
2014,32,"White","Bachelor",NA,NA
2014,63,"White","High School",4,"Only Some"
2014,53,"White","High School",3,"Only Some"
2014,27,"Hispanic","Less Than High School",1,"Only Some"
2014,62,"Hispanic","High School",NA,NA
2014,22,"Hispanic","High School",2,"Hardly Any"
2014,24,"Hispanic","High School",2,"Only Some"
2014,23,"Hispanic","High School",6,"Hardly Any"
2014,51,"Hispanic","Bachelor",1,"Only Some"
2014,42,"Hispanic","High School",1,"Hardly Any"
2014,31,"Hispanic","High School",5,"Only Some"
2014,78,"Hispanic","Less Than High School",4,NA
2014,36,"White","Graduate",5,"Hardly Any"
2014,64,"White","Bachelor",1,"Hardly Any"
2014,76,"Hispanic","Graduate",3,"Only Some"
2014,41,"White","Junior College",NA,NA
2014,71,"White","Graduate",NA,NA
2014,67,"White","Bachelor",7,"Hardly Any"
2014,40,"White","Graduate",NA,NA
2014,44,"White","High School",NA,NA
2014,43,"Hispanic","High School",1,"Only Some"
2014,59,"White","Junior College",2,"Hardly Any"
2014,40,"Hispanic","High School",4,"Only Some"
2014,53,"White","Bachelor",NA,NA
2014,25,"White","High School",1,"Only Some"
2014,60,"White","Bachelor",7,"Hardly Any"
2014,29,"White","High School",7,"Hardly Any"
2014,30,"White","Junior College",1,"Hardly Any"
2014,59,"White","High School",7,"Hardly Any"
2014,40,"Hispanic","High School",NA,NA
2014,29,"White","Bachelor",3,"Hardly Any"
2014,70,"White","Bachelor",2,"Hardly Any"
2014,27,"White","Less Than High School",3,"Hardly Any"
2014,78,"White","Bachelor",5,"Hardly Any"
2014,48,"Hispanic","Graduate",3,"Hardly Any"
2014,64,"White","Bachelor",NA,NA
2014,49,"White","Bachelor",NA,NA
2014,83,"White","High School",4,"Only Some"
2014,62,"White","High School",NA,NA
2014,42,"White","Bachelor",3,"Hardly Any"
2014,84,"White","Graduate",3,"Hardly Any"
2014,18,"Hispanic","High School",NA,NA
2014,77,"White","Bachelor",3,"Hardly Any"
2014,54,"White","High School",1,"Hardly Any"
2014,62,"White","High School",7,"Only Some"
2014,56,"Hispanic","Junior College",NA,NA
2014,50,"White","High School",NA,NA
2014,23,"White","Bachelor",5,"Hardly Any"
2014,66,"White","Bachelor",5,"Hardly Any"
2014,67,"White","Graduate",3,"Hardly Any"
2014,49,"White","High School",NA,NA
2014,85,"White","Less Than High School",NA,NA
2014,68,"White","High School",7,"Hardly Any"
2014,63,"White","Less Than High School",4,"Hardly Any"
2014,39,"White","Bachelor",7,NA
2014,89,"White","High School",3,"Only Some"
2014,55,"White","Bachelor",3,"Hardly Any"
2014,72,"White","Junior College",6,"Only Some"
2014,42,"White","High School",NA,NA
2014,89,"White","High School",7,"A Great Deal"
2014,45,"White","Less Than High School",6,"Only Some"
2014,84,"White","High School",NA,NA
2014,75,"White","High School",4,"Hardly Any"
2014,75,"Black","Less Than High School",1,"Only Some"
2014,53,"White","High School",4,"Only Some"
2014,56,"White","Junior College",1,"Only Some"
2014,35,"White","High School",NA,NA
2014,23,"Black","High School",NA,NA
2014,21,"White","High School",6,"Only Some"
2014,22,"Black","High School",3,"Hardly Any"
2014,29,"Black","High School",3,"Hardly Any"
2014,58,NA,"High School",1,"Hardly Any"
2014,56,"White","High School",3,"Hardly Any"
2014,33,"White","Bachelor",NA,NA
2014,72,"White","Less Than High School",3,"Only Some"
2014,66,"White","High School",4,"Only Some"
2014,36,"White","High School",NA,NA
2014,29,"White","High School",NA,NA
2014,25,"White","High School",5,"A Great Deal"
2014,53,"Other","Less Than High School",NA,NA
2014,59,"White","Junior College",3,"Hardly Any"
2014,44,"White","High School",5,"Hardly Any"
2014,40,"Black","High School",4,"Hardly Any"
2014,51,"Black","High School",NA,NA
2014,66,"Black","Graduate",5,"Hardly Any"
2014,40,"Black","High School",1,"Only Some"
2014,41,"Black","High School",2,"A Great Deal"
2014,50,"White","High School",NA,NA
2014,50,"White","High School",1,"Hardly Any"
2014,62,"White","High School",4,"Hardly Any"
2014,73,"White","High School",1,"A Great Deal"
2014,41,"White","High School",NA,NA
2014,39,"White","High School",1,"Hardly Any"
2014,29,"White","Less Than High School",3,"Only Some"
2014,59,"White","High School",NA,NA
2014,55,"White","High School",5,"Only Some"
2014,34,"Hispanic","Less Than High School",1,NA
2014,47,"White","Graduate",NA,NA
2014,60,"Black","Graduate",2,"Only Some"
2014,67,"White","High School",1,"Only Some"
2014,57,"Other","Bachelor",3,"Hardly Any"
2014,48,"White","Graduate",6,NA
2014,30,"White","Graduate",6,"Hardly Any"
2014,60,"White","High School",NA,NA
2014,58,"White","High School",NA,NA
2014,63,"White","High School",NA,NA
2014,57,"White","High School",1,"Only Some"
2014,66,"White","High School",1,"Hardly Any"
2014,87,"White","Less Than High School",7,"Hardly Any"
2014,55,"White","Junior College",3,"Hardly Any"
2014,54,"White","High School",4,"Only Some"
2014,63,"Other","High School",2,"Hardly Any"
2014,26,"Black","High School",NA,NA
2014,67,"White","Graduate",6,"Hardly Any"
2014,81,"White","High School",NA,NA
2014,73,"White","Graduate",5,"Hardly Any"
2014,78,"White","Bachelor",7,"Only Some"
2014,77,"White","Graduate",NA,NA
2014,47,"White","Junior College",6,NA
2014,62,"Hispanic","Graduate",1,"Hardly Any"
2014,83,"White","Graduate",1,"Hardly Any"
2014,41,"White","Bachelor",6,"Only Some"
2014,44,"Hispanic","Graduate",NA,NA
2014,54,"White","Bachelor",7,"Hardly Any"
2014,57,"White","Bachelor",7,"Hardly Any"
2014,26,"White","High School",NA,NA
2014,60,"White","High School",7,"Hardly Any"
2014,30,"Hispanic","High School",1,"Only Some"
2014,72,"Black","Bachelor",NA,NA
2014,68,"Black","Less Than High School",1,"A Great Deal"
2014,46,"Black","Graduate",3,"Only Some"
2014,59,"Hispanic","Less Than High School",NA,NA
2014,77,"Black","High School",1,"Only Some"
2014,59,"Black","High School",NA,NA
2014,47,"Black","High School",NA,NA
2014,51,"Black","High School",4,"Hardly Any"
2014,42,"White","Junior College",NA,NA
2014,75,"White","Graduate",NA,NA
2014,66,"Black","High School",NA,NA
2014,25,"White","Bachelor",1,"Hardly Any"
2014,34,"Hispanic","Less Than High School",NA,NA
2014,25,"White","Junior College",1,"Hardly Any"
2014,78,"Hispanic","High School",NA,NA
2014,21,"White","Junior College",3,"Hardly Any"
2014,73,"White","Bachelor",4,"Hardly Any"
2014,29,"Hispanic","Junior College",1,"Only Some"
2014,35,"Hispanic","High School",7,"Hardly Any"
2014,31,"White","High School",NA,NA
2014,58,"White","High School",7,"A Great Deal"
2014,65,"White","High School",7,"Hardly Any"
2014,62,"White","High School",NA,NA
2014,21,"White","High School",1,"Hardly Any"
2014,59,"Black","Junior College",1,"Hardly Any"
2014,21,"Hispanic","High School",NA,NA
2014,45,"Hispanic","High School",NA,"A Great Deal"
2014,52,"Hispanic","Bachelor",NA,NA
2014,76,"Hispanic","Less Than High School",2,"Hardly Any"
2014,21,"Black","High School",3,"Only Some"
2014,42,"Hispanic","Junior College",4,"A Great Deal"
2014,58,"Black","High School",4,"Hardly Any"
2014,42,"Hispanic","Bachelor",5,"Hardly Any"
2014,67,"White","Less Than High School",3,"Hardly Any"
2014,19,"Hispanic","High School",6,"Only Some"
2014,65,"White","High School",3,"Only Some"
2014,36,"Other","Junior College",6,"Hardly Any"
2014,37,"Hispanic","High School",1,"Hardly Any"
2014,64,"Hispanic","Bachelor",1,"Hardly Any"
2014,33,"White","High School",7,"Hardly Any"
2014,30,"White","Bachelor",5,"Only Some"
2014,50,"White","High School",NA,NA
2014,89,"White","Graduate",NA,NA
2014,66,"White","High School",5,"Only Some"
2014,60,"White","Bachelor",NA,NA
2014,52,"White","High School",7,"Hardly Any"
2014,33,"Other","High School",5,"Only Some"
2014,45,"Hispanic","High School",6,"Hardly Any"
2014,21,"Hispanic","High School",3,"Only Some"
2014,32,"White","High School",6,"Hardly Any"
2014,78,"White","High School",7,"Hardly Any"
2014,41,"White","Junior College",1,"Hardly Any"
2014,59,"White","Bachelor",7,"Hardly Any"
2014,32,"White","High School",NA,NA
2014,44,"White","Bachelor",5,"A Great Deal"
2014,27,"Other","Junior College",NA,NA
2014,38,"Other","High School",NA,NA
2014,32,"Hispanic","Bachelor",5,"Hardly Any"
2014,34,"Other","Graduate",1,"Hardly Any"
2014,64,"Other","Graduate",6,"Hardly Any"
2014,26,"White","Junior College",2,"Hardly Any"
2014,39,"White","Bachelor",NA,NA
2014,19,"Other","High School",NA,NA
2014,47,"White","High School",3,"Only Some"
2014,39,"White","Graduate",NA,NA
2014,28,"White","High School",5,"Only Some"
2014,39,"White","Graduate",NA,NA
2014,55,"White","Bachelor",7,"Only Some"
2014,71,"White","Bachelor",7,"Only Some"
2014,65,"Black","High School",4,"A Great Deal"
2014,64,"White","High School",NA,NA
2014,33,"White","Bachelor",4,"Only Some"
2014,43,"White","High School",5,"Hardly Any"
2014,80,"White","High School",NA,NA
2014,70,"White","Junior College",1,"A Great Deal"
2014,43,"Black","Bachelor",NA,NA
2014,38,"Black","Less Than High School",NA,NA
2014,23,"White","High School",NA,NA
2014,71,"White","High School",2,"Hardly Any"
2014,31,"Black","High School",NA,NA
2014,51,"Black","Bachelor",4,"Hardly Any"
2014,38,"White","Junior College",4,"Only Some"
2014,49,"White","High School",NA,NA
2014,50,"White","High School",NA,NA
2014,39,"White","Bachelor",7,"Hardly Any"
2014,80,"Other","High School",4,"Only Some"
2014,50,"White","High School",7,"Hardly Any"
2014,47,"White","Bachelor",3,"Hardly Any"
2014,49,NA,"High School",7,"Hardly Any"
2014,28,"White","High School",1,"Only Some"
2014,89,"White","High School",NA,NA
2014,34,"White","High School",3,"Only Some"
2014,50,"Black","High School",NA,NA
2014,33,"White","High School",1,"Only Some"
2014,39,"White","Bachelor",NA,NA
2014,56,"Black","Bachelor",3,"Hardly Any"
2014,48,"White","Graduate",5,"Hardly Any"
2014,55,"White","High School",5,"Only Some"
2014,47,"White","High School",NA,NA
2014,52,"White","High School",3,"Hardly Any"
2014,22,"Black","High School",1,"Hardly Any"
2014,66,"White","Graduate",7,"Hardly Any"
2014,20,"Hispanic","High School",5,"Only Some"
2014,76,"White","Bachelor",4,"Hardly Any"
2014,27,"Black","Junior College",NA,NA
2014,42,"Black","Less Than High School",5,"Only Some"
2014,48,"White","Less Than High School",1,"Hardly Any"
2014,53,"Black","High School",1,"Hardly Any"
2014,37,"Black","Bachelor",NA,NA
2014,87,"White","High School",NA,NA
2014,30,"Black","High School",3,"Hardly Any"
2014,76,"White","High School",6,"Hardly Any"
2014,30,"Black","Junior College",3,"Only Some"
2014,38,"White","Less Than High School",1,"Hardly Any"
2014,45,"White","Junior College",1,"Hardly Any"
2014,25,"White","High School",2,"A Great Deal"
2014,49,"White","High School",NA,NA
2014,36,"White","High School",3,"Hardly Any"
2014,49,"White","High School",3,"Hardly Any"
2014,57,"White","High School",NA,NA
2014,26,"White","High School",NA,NA
2014,20,"White","Less Than High School",4,"Only Some"
2014,42,"White","Junior College",4,"Hardly Any"
2014,35,"White","High School",1,"Only Some"
2014,63,"White","High School",NA,NA
2014,51,"White","High School",NA,NA
2014,50,"White","Junior College",NA,NA
2014,51,"White","Less Than High School",NA,NA
2014,67,"White","High School",NA,NA
2014,29,"White","Bachelor",4,"Hardly Any"
2014,30,"White","Bachelor",NA,NA
2014,27,"White","High School",NA,NA
2014,66,"White","High School",1,"Hardly Any"
2014,19,"White","Less Than High School",1,"Only Some"
2014,67,"White","Less Than High School",3,"Hardly Any"
2014,55,"White","High School",3,"Hardly Any"
2014,31,"White","Bachelor",3,"Hardly Any"
2014,39,"Black","High School",NA,NA
2014,31,"Black","High School",4,"Only Some"
2014,45,"Black","High School",3,"Hardly Any"
2014,51,"Black","High School",NA,NA
2014,72,"Black","Less Than High School",1,"Hardly Any"
2014,41,"Hispanic","High School",4,"Hardly Any"
2014,52,"White","High School",NA,NA
2014,52,"Black","Bachelor",3,"Only Some"
2014,43,"White","High School",5,"Hardly Any"
2014,25,"White","High School",4,"Only Some"
2014,39,"Hispanic","Junior College",NA,NA
2014,25,"White","High School",1,"Only Some"
2014,29,"White","Bachelor",1,"A Great Deal"
2014,73,"White","High School",4,"Only Some"
2014,22,"Hispanic","High School",NA,NA
2014,60,"White","High School",2,"Hardly Any"
2014,26,"Hispanic","Graduate",1,"Only Some"
2014,26,"Hispanic","High School",4,"A Great Deal"
2014,56,"Hispanic","High School",7,"Only Some"
2014,43,"Hispanic","Less Than High School",7,"Only Some"
2014,56,"Hispanic","High School",NA,NA
2014,70,"Hispanic","Less Than High School",1,"Only Some"
2014,67,"Hispanic","Less Than High School",6,"A Great Deal"
2014,33,"Hispanic","Less Than High School",4,"A Great Deal"
2014,36,"Hispanic","High School",1,"Only Some"
2014,43,"Hispanic","High School",NA,NA
2014,32,"Hispanic","High School",1,"Only Some"
2014,36,"Hispanic","High School",1,"Only Some"
2014,63,"Hispanic","High School",7,"Hardly Any"
2014,49,"White","High School",NA,NA
2014,22,"White","Bachelor",3,"Only Some"
2014,64,"White","High School",NA,NA
2014,56,"Black","Less Than High School",1,NA
2014,53,"White","Bachelor",NA,NA
2014,43,"White","Bachelor",6,"Only Some"
2014,61,"Black","Less Than High School",NA,NA
2014,50,"White","Graduate",NA,NA
2014,44,"Black","High School",NA,NA
2014,21,"Black","High School",NA,NA
2014,53,"White","Graduate",2,"Hardly Any"
2014,76,"White","High School",1,"Hardly Any"
2014,62,"Black","Graduate",2,"Only Some"
2014,60,"Black","High School",2,"Only Some"
2014,29,"White","Graduate",NA,NA
2014,62,"Hispanic","Less Than High School",NA,NA
2014,43,"White","High School",NA,NA
2014,68,"White","High School",1,"Only Some"
2014,50,"White","High School",3,"Hardly Any"
2014,35,"Hispanic","Less Than High School",1,NA
2014,45,"White","High School",NA,NA
2014,57,"White","High School",2,"Hardly Any"
2014,26,"White","High School",NA,NA
2014,64,"White","High School",NA,NA
2014,62,"White","Bachelor",NA,NA
2014,55,"White","Less Than High School",5,"A Great Deal"
2014,50,"White","Less Than High School",NA,NA
2014,50,"White","Junior College",3,NA
2014,73,"White","High School",7,"Hardly Any"
2014,61,"White","High School",1,"Hardly Any"
2014,21,"White","High School",4,NA
2014,76,"White","High School",NA,NA
2014,79,"White","High School",2,"Hardly Any"
2014,32,"Black","High School",1,"Only Some"
2014,53,"Black","Graduate",4,"Only Some"
2014,53,"White","High School",1,"Only Some"
2014,54,"Black","High School",NA,NA
2014,62,"Black","Less Than High School",NA,NA
2014,NA,"White","High School",NA,NA
2014,51,"Black","High School",4,"Hardly Any"
2014,32,"Black","Bachelor",5,"Only Some"
2014,22,"White","High School",1,"Only Some"
2014,47,"White","High School",5,"Hardly Any"
2014,67,"White","High School",NA,NA
2014,20,"White","High School",2,"Only Some"
2014,45,"White","Bachelor",1,"Hardly Any"
2014,37,"Hispanic","High School",NA,"A Great Deal"
2014,57,"White","High School",7,"Only Some"
2014,25,"White","High School",NA,NA
2014,29,"Black","High School",NA,NA
2014,44,"Hispanic","Less Than High School",NA,NA
2014,21,"Hispanic","Less Than High School",NA,NA
2014,49,"Hispanic","High School",NA,NA
2014,51,"White","High School",7,"Hardly Any"
2014,66,"White","High School",4,NA
2014,37,"Hispanic","High School",NA,NA
2014,46,"Black","Less Than High School",5,"Only Some"
2014,50,"Hispanic","High School",4,"Hardly Any"
2014,40,"White","High School",NA,NA
2014,26,"Hispanic","High School",1,"Only Some"
2014,83,"White","High School",NA,NA
2014,78,"White","Graduate",NA,NA
2014,50,"Hispanic","Less Than High School",1,"Only Some"
2014,31,"White","High School",4,NA
2014,63,"Other","Bachelor",2,"Hardly Any"
2014,75,"White","High School",5,"Hardly Any"
2014,34,"Hispanic","Less Than High School",1,"Only Some"
2014,73,"White","High School",3,"Only Some"
2014,52,"White","Graduate",NA,NA
2014,79,"White","High School",NA,NA
2014,55,"White","Bachelor",7,"Hardly Any"
2014,24,"White","Graduate",NA,NA
2014,71,"White","Bachelor",NA,NA
2014,43,"White","Bachelor",6,"Only Some"
2014,53,"Hispanic","Bachelor",5,"Only Some"
2014,81,"White","Bachelor",NA,NA
2014,89,"White","Less Than High School",4,"Only Some"
2014,34,"White","High School",4,"Hardly Any"
2014,31,"Hispanic","Graduate",1,"Only Some"
2014,20,"White","High School",4,"Only Some"
2014,36,"White","Graduate",4,"Only Some"
2014,33,"White","High School",2,"Hardly Any"
2014,29,"White","Bachelor",3,"Only Some"
