"year","age","racehisp","degree","eqwlth","conlegis"
2018,74,"White","Bachelor",2,"Hardly Any"
2018,28,"White","High School",NA,NA
2018,24,"Black","High School",1,"A Great Deal"
2018,62,"Black","Bachelor",1,"Hardly Any"
2018,74,"Black","Junior College",5,"Hardly Any"
2018,24,"Hispanic","High School",5,"Only Some"
2018,29,"Black","High School",NA,NA
2018,59,"Hispanic","High School",3,"Only Some"
2018,73,"Hispanic","Junior College",NA,NA
2018,65,"Hispanic","Less Than High School",NA,"Only Some"
2018,19,"White","High School",4,"Hardly Any"
2018,22,"Hispanic","High School",NA,NA
2018,40,"White","Bachelor",4,"Hardly Any"
2018,48,"Hispanic","Less Than High School",NA,NA
2018,61,"Black","High School",3,"Hardly Any"
2018,49,"White","Graduate",NA,NA
2018,39,"Hispanic","High School",5,"Hardly Any"
2018,45,"Other","Junior College",2,"Hardly Any"
2018,60,"White","High School",1,"Hardly Any"
2018,32,"White","Bachelor",2,"Hardly Any"
2018,39,"White","Bachelor",1,"Hardly Any"
2018,52,"Black","Bachelor",3,"Hardly Any"
2018,44,"Hispanic","High School",1,"Hardly Any"
2018,59,"Black","High School",4,"Only Some"
2018,46,"White","High School",1,"Hardly Any"
2018,63,"White","High School",NA,NA
2018,26,"Black","High School",1,"A Great Deal"
2018,31,"Other","High School",1,"Only Some"
2018,19,"Black","High School",5,"Only Some"
2018,40,"Hispanic","Graduate",1,"Hardly Any"
2018,64,"Black","High School",6,"Only Some"
2018,25,"White","High School",2,"Only Some"
2018,56,"White","High School",4,"Hardly Any"
2018,41,"White","Junior College",5,"Only Some"
2018,54,"Black","Bachelor",3,"Only Some"
2018,40,"White","High School",NA,NA
2018,64,"Hispanic","Bachelor",NA,NA
2018,56,"White","Bachelor",5,"Only Some"
2018,71,"White","High School",4,"Only Some"
2018,50,"White","Bachelor",5,"Hardly Any"
2018,69,"White","High School",2,"Hardly Any"
2018,49,"White","High School",5,"Hardly Any"
2018,61,"White","High School",5,"Hardly Any"
2018,38,"White","Junior College",1,"Only Some"
2018,74,"White","Bachelor",4,"Hardly Any"
2018,40,"White","High School",4,"Hardly Any"
2018,34,"Hispanic","High School",NA,NA
2018,41,"Other","Junior College",1,"Only Some"
2018,78,"Hispanic","Less Than High School",4,"Hardly Any"
2018,47,"Hispanic","Less Than High School",NA,NA
2018,50,"White","High School",4,"Hardly Any"
2018,41,"White","High School",4,"Hardly Any"
2018,63,"White","Junior College",NA,NA
2018,56,"White","High School",7,"Only Some"
2018,18,"Hispanic","High School",NA,NA
2018,25,"Other","High School",1,"Hardly Any"
2018,55,"Hispanic","Junior College",7,"Only Some"
2018,58,"White","High School",NA,NA
2018,39,"Hispanic","Junior College",1,"Only Some"
2018,42,"Hispanic","Bachelor",2,"Only Some"
2018,25,"Hispanic","High School",5,NA
2018,76,"Hispanic","Less Than High School",4,NA
2018,53,"Hispanic","Bachelor",NA,NA
2018,57,"White","High School",NA,NA
2018,53,"White","Junior College",3,"Only Some"
2018,63,"White","High School",NA,NA
2018,62,"White","Bachelor",7,"Hardly Any"
2018,56,"Black","Bachelor",3,"Only Some"
2018,70,"Black","High School",4,"A Great Deal"
2018,35,"Black","Bachelor",1,"Hardly Any"
2018,64,"White","Bachelor",NA,NA
2018,32,"Hispanic","High School",1,"Hardly Any"
2018,27,"White","Bachelor",7,"Only Some"
2018,67,"Black","High School",5,"Only Some"
2018,27,"White","High School",NA,NA
2018,31,"White","High School",7,"Hardly Any"
2018,79,"White","High School",4,"Hardly Any"
2018,41,"White","High School",4,"Hardly Any"
2018,29,"White","High School",NA,NA
2018,42,"Black","Less Than High School",5,"Only Some"
2018,89,"White","High School",4,"Hardly Any"
2018,52,"White","Bachelor",NA,NA
2018,78,"White","Bachelor",NA,NA
2018,77,"White","High School",7,"A Great Deal"
2018,42,"White","Bachelor",3,"Hardly Any"
2018,45,"White","Bachelor",NA,NA
2018,64,"White","Graduate",7,"Only Some"
2018,83,"White","High School",1,"Hardly Any"
2018,49,"White","Graduate",NA,NA
2018,31,"White","Bachelor",2,"Only Some"
2018,42,"White","Bachelor",2,"Only Some"
2018,25,"White","High School",NA,NA
2018,47,"White","Bachelor",5,"Only Some"
2018,48,"White","Junior College",NA,NA
2018,53,"White","High School",6,"Hardly Any"
2018,57,"White","Bachelor",3,"Hardly Any"
2018,84,"White","High School",NA,NA
2018,83,"White","High School",3,"Only Some"
2018,68,"White","Bachelor",3,"Only Some"
2018,64,"White","High School",1,"Hardly Any"
2018,63,"White","Bachelor",NA,NA
2018,70,"White","High School",1,"Hardly Any"
2018,21,"Black","High School",3,"Hardly Any"
2018,29,"Black","High School",4,"Hardly Any"
2018,56,"Black","Less Than High School",NA,NA
2018,27,"Black","High School",NA,NA
2018,53,"White","Less Than High School",1,"Only Some"
2018,68,"White","High School",3,"Hardly Any"
2018,44,"White","High School",NA,NA
2018,68,"White","Less Than High School",4,"Hardly Any"
2018,39,"White","High School",1,"Hardly Any"
2018,57,"White","High School",1,"Hardly Any"
2018,25,"Black","High School",1,"Hardly Any"
2018,42,"Black","High School",NA,NA
2018,25,"Black","High School",1,"Hardly Any"
2018,19,"Black","High School",4,"Only Some"
2018,66,"Black","High School",NA,NA
2018,74,"Black","Junior College",NA,NA
2018,69,NA,"Graduate",2,"Hardly Any"
2018,26,"Black","High School",1,"Only Some"
2018,69,NA,"High School",NA,NA
2018,27,"Hispanic","High School",1,"Only Some"
2018,53,"White","High School",3,"Only Some"
2018,35,"White","High School",5,"Hardly Any"
2018,32,"White","High School",NA,NA
2018,19,"White","High School",3,"Hardly Any"
2018,56,"White","High School",5,"Only Some"
2018,69,"White","Junior College",3,"Hardly Any"
2018,66,"White","High School",1,"Hardly Any"
2018,69,"White","Bachelor",7,"Only Some"
2018,43,"White","High School",NA,NA
2018,43,"White","High School",4,"Only Some"
2018,44,"Hispanic","Bachelor",NA,NA
2018,58,"White","Bachelor",NA,NA
2018,38,"White","High School",7,"Only Some"
2018,49,"White","Bachelor",NA,NA
2018,51,"White","High School",7,"Hardly Any"
2018,59,"White","Graduate",7,"Hardly Any"
2018,68,"White","Junior College",NA,NA
2018,73,"White","Graduate",7,"Only Some"
2018,67,"White","Graduate",7,"Hardly Any"
2018,70,"White","Graduate",NA,NA
2018,61,"White","Bachelor",6,"Only Some"
2018,50,"White","Junior College",5,"Only Some"
2018,67,"White","Bachelor",1,"Hardly Any"
2018,39,"White","Graduate",NA,NA
2018,48,"White","Graduate",7,"Hardly Any"
2018,19,"White","High School",NA,NA
2018,58,"Hispanic","High School",3,NA
2018,54,"Black","Junior College",3,"Hardly Any"
2018,20,"White","Less Than High School",1,"Only Some"
2018,89,"White","High School",4,"Only Some"
2018,44,"Hispanic","Less Than High School",NA,NA
2018,59,"Black","High School",4,"Only Some"
2018,47,"Hispanic","Bachelor",5,"Only Some"
2018,46,"Hispanic","Graduate",NA,NA
2018,55,"Other","High School",7,"Only Some"
2018,65,"Black","High School",3,"Only Some"
2018,23,"White","Junior College",NA,NA
2018,28,"Hispanic","Less Than High School",3,"Only Some"
2018,76,"White","Bachelor",NA,NA
2018,45,"White","Bachelor",5,"Hardly Any"
2018,40,"Hispanic","Less Than High School",1,"Hardly Any"
2018,77,"White","High School",NA,NA
2018,74,"White","Graduate",3,"Only Some"
2018,79,"White","Less Than High School",4,"Hardly Any"
2018,70,"White","Less Than High School",NA,NA
2018,61,"White","Less Than High School",1,"Hardly Any"
2018,49,"Hispanic","Less Than High School",2,"Only Some"
2018,38,"White","Bachelor",NA,NA
2018,25,"White","Bachelor",6,"Only Some"
2018,36,"Black","High School",6,"Only Some"
2018,75,"White","Bachelor",5,"Hardly Any"
2018,22,"White","High School",5,"Hardly Any"
2018,45,"White","High School",NA,NA
2018,26,"Hispanic","High School",2,"Only Some"
2018,40,"Black","High School",NA,NA
2018,26,"Hispanic","High School",1,"Hardly Any"
2018,60,"Hispanic","Less Than High School",4,"Hardly Any"
2018,32,"White","High School",5,"Hardly Any"
2018,54,"White","High School",4,"Hardly Any"
2018,27,"White","Less Than High School",7,"Hardly Any"
2018,27,"Black","Junior College",1,"Hardly Any"
2018,34,"White","High School",NA,NA
2018,37,"White","Bachelor",5,"Only Some"
2018,41,"White","Bachelor",5,"Hardly Any"
2018,32,"White","High School",5,"Only Some"
2018,43,"Hispanic","Graduate",NA,NA
2018,42,"White","Graduate",6,"Only Some"
2018,57,"Hispanic","Bachelor",1,"Hardly Any"
2018,43,"White","Bachelor",NA,NA
2018,41,"White","Graduate",4,"Hardly Any"
2018,77,"Hispanic","High School",NA,NA
2018,46,"White","Bachelor",3,"Hardly Any"
2018,50,"White","Graduate",NA,NA
2018,25,"White","Bachelor",NA,NA
2018,37,"White","Bachelor",6,"Only Some"
2018,60,"White","High School",2,"Hardly Any"
2018,57,"White","High School",7,"Hardly Any"
2018,38,"Other","High School",NA,NA
2018,25,"White","High School",3,"Only Some"
2018,34,"White","Bachelor",NA,NA
2018,65,"White","High School",5,"A Great Deal"
2018,34,"White","High School",NA,NA
2018,34,"White","High School",1,"Hardly Any"
2018,40,"White","High School",1,"Hardly Any"
2018,26,"Hispanic","High School",1,"Hardly Any"
2018,23,"White","High School",1,"Hardly Any"
2018,24,"White","High School",NA,NA
2018,28,"White","Junior College",3,"Hardly Any"
2018,56,"White","Junior College",1,"Hardly Any"
2018,84,"White","Bachelor",7,"Only Some"
2018,42,"Hispanic","Bachelor",1,"Hardly Any"
2018,44,"Other","Bachelor",4,"Only Some"
2018,51,"Other","Graduate",2,"Only Some"
2018,61,"Black","Bachelor",3,"Hardly Any"
2018,37,"White","Bachelor",5,"Only Some"
2018,39,"White","Bachelor",3,"Only Some"
2018,65,"Other","Graduate",7,"Hardly Any"
2018,39,"White","High School",NA,NA
2018,26,"Black","High School",2,"Hardly Any"
2018,55,"White","Bachelor",7,"Only Some"
2018,51,"White","Graduate",NA,NA
2018,50,"White","Bachelor",5,"Hardly Any"
2018,61,"White","Junior College",4,"Only Some"
2018,19,"White","High School",NA,NA
2018,42,"Black","High School",1,"Hardly Any"
2018,30,"Hispanic","High School",NA,NA
2018,60,"White","Graduate",4,"Hardly Any"
2018,46,"Black","Junior College",3,"Only Some"
2018,35,"White","High School",4,"Only Some"
2018,75,"Black","High School",NA,NA
2018,35,"White","Less Than High School",3,"Only Some"
2018,34,"White","Bachelor",NA,NA
2018,58,"White","Junior College",7,"Hardly Any"
2018,55,"White","High School",NA,NA
2018,86,"White","Bachelor",5,"Hardly Any"
2018,54,NA,"High School",NA,NA
2018,44,"White","Bachelor",6,"Hardly Any"
2018,55,"White","High School",NA,NA
2018,58,"White","Junior College",2,"Hardly Any"
2018,54,"White","High School",1,"Hardly Any"
2018,31,"White","Bachelor",3,"Only Some"
2018,51,"White","Junior College",NA,NA
2018,39,"White","Less Than High School",3,"Hardly Any"
2018,86,"White","High School",5,"Only Some"
2018,54,"White","Bachelor",2,"Only Some"
2018,26,"Black","High School",NA,NA
2018,37,"White","Graduate",NA,NA
2018,45,"White","Bachelor",5,"Hardly Any"
2018,70,"Black","High School",NA,NA
2018,43,"Other","Graduate",NA,NA
2018,23,"White","High School",3,"Only Some"
2018,42,"Other","Bachelor",NA,NA
2018,86,"White","Junior College",NA,NA
2018,72,"White","High School",7,"Hardly Any"
2018,55,"White","Graduate",5,"A Great Deal"
2018,69,"Black","Less Than High School",6,"Only Some"
2018,89,"Black","Less Than High School",1,NA
2018,68,"Black","Less Than High School",NA,NA
2018,45,"White","High School",6,"Only Some"
2018,18,"Hispanic","High School",NA,NA
2018,22,"White","High School",1,"Hardly Any"
2018,66,"White","High School",4,"Only Some"
2018,66,"White","High School",NA,NA
2018,21,"White","Less Than High School",6,"Only Some"
2018,65,"White","High School",5,"Only Some"
2018,29,"White","High School",NA,NA
2018,50,"White","High School",1,"Hardly Any"
2018,65,"White","High School",NA,NA
2018,53,"White","Less Than High School",4,"Only Some"
2018,32,"White","High School",NA,NA
2018,47,"White","High School",7,"Hardly Any"
2018,58,"Hispanic","High School",NA,NA
2018,44,"White","High School",6,"Only Some"
2018,50,"White","Less Than High School",3,"Hardly Any"
2018,51,"White","Junior College",2,"Hardly Any"
2018,53,"Other","High School",NA,NA
2018,44,"Black","Junior College",1,"Hardly Any"
2018,40,"White","High School",3,"A Great Deal"
2018,56,"Black","Less Than High School",5,"A Great Deal"
2018,52,"Black","High School",3,"Hardly Any"
2018,65,"Black","High School",NA,NA
2018,37,"White","High School",3,"Hardly Any"
2018,50,"White","Bachelor",5,"Only Some"
2018,27,"White","High School",4,"Hardly Any"
2018,49,"White","Bachelor",NA,NA
2018,41,"Hispanic","Less Than High School",7,"Hardly Any"
2018,72,"Hispanic","Junior College",NA,NA
2018,42,"Hispanic","High School",2,"A Great Deal"
2018,24,"White","High School",NA,NA
2018,31,"Hispanic","Less Than High School",1,"Only Some"
2018,33,"Hispanic","High School",4,"Only Some"
2018,69,"Hispanic","High School",3,"Hardly Any"
2018,46,"White","Bachelor",3,"Only Some"
2018,71,"Hispanic","High School",NA,NA
2018,22,"White","High School",4,"Only Some"
2018,53,"White","High School",7,"Hardly Any"
2018,30,"White","Graduate",5,"Only Some"
2018,61,"White","Bachelor",NA,NA
2018,39,"Other","Graduate",4,"Only Some"
2018,27,"White","Bachelor",3,"Only Some"
2018,71,"White","Bachelor",NA,NA
2018,60,"White","High School",6,"Hardly Any"
2018,47,"White","Bachelor",2,"Hardly Any"
2018,33,"White","High School",3,"Only Some"
2018,29,"White","Bachelor",NA,NA
2018,60,"Black","High School",NA,NA
2018,27,"Black","High School",3,"Only Some"
2018,30,"White","High School",NA,NA
2018,24,"White","Less Than High School",1,"Only Some"
2018,57,"White","High School",2,"Only Some"
2018,19,"White","High School",NA,NA
2018,55,"White","High School",3,"Only Some"
2018,75,"Black","High School",4,"Hardly Any"
2018,50,"Black","High School",NA,NA
2018,70,"White","Junior College",5,"Hardly Any"
2018,65,"White","Bachelor",NA,NA
2018,28,"White","Bachelor",1,"Hardly Any"
2018,57,"White","High School",NA,NA
2018,48,"White","Bachelor",7,"Hardly Any"
2018,18,"White","High School",5,"Only Some"
2018,27,"White","High School",7,"Only Some"
2018,41,"White","High School",NA,NA
2018,69,"White","Graduate",6,"Hardly Any"
2018,32,"Black","High School",NA,NA
2018,21,"Black","High School",6,NA
2018,30,"Black","High School",NA,NA
2018,66,"White","High School",3,"Only Some"
2018,59,"Other","High School",4,"Hardly Any"
2018,22,"Hispanic","High School",NA,NA
2018,31,"White","Junior College",NA,NA
2018,50,"White","Bachelor",1,"Hardly Any"
2018,21,"White","High School",NA,NA
2018,29,"White","Bachelor",2,"Hardly Any"
2018,21,"White","High School",3,"Only Some"
2018,21,"Other","High School",1,"Hardly Any"
2018,25,"White","Bachelor",2,"Only Some"
2018,22,"White","Junior College",NA,NA
2018,23,"Hispanic","High School",4,"Hardly Any"
2018,21,"White","High School",NA,NA
2018,21,"White","High School",3,"Hardly Any"
2018,55,"White","Bachelor",5,"Hardly Any"
2018,63,"White","Graduate",5,"Only Some"
2018,86,"White","High School",NA,NA
2018,40,"White","Less Than High School",2,"Only Some"
2018,42,"Hispanic","High School",3,"Hardly Any"
2018,64,"White","High School",4,"Hardly Any"
2018,72,"White","Bachelor",NA,NA
2018,84,"White","Junior College",6,"Hardly Any"
2018,30,"Black","Junior College",4,"Only Some"
2018,33,"White","High School",NA,NA
2018,76,"White","High School",7,"Hardly Any"
2018,28,"Other","Graduate",3,"A Great Deal"
2018,23,"Black","Bachelor",1,"Hardly Any"
2018,30,"Hispanic","Less Than High School",4,"Hardly Any"
2018,29,"Hispanic","High School",NA,NA
2018,23,"White","Less Than High School",4,"Hardly Any"
2018,85,"White","Bachelor",4,"Hardly Any"
2018,58,"Hispanic","Less Than High School",NA,NA
2018,86,"White","High School",4,"Hardly Any"
2018,82,"White","Graduate",6,"Hardly Any"
2018,50,"Black","High School",NA,NA
2018,55,"Black","High School",3,"Hardly Any"
2018,41,"Hispanic","Bachelor",NA,NA
2018,22,"Hispanic","High School",4,"Hardly Any"
2018,28,"Hispanic","Junior College",6,"Only Some"
2018,87,"Black","High School",NA,NA
2018,64,"Other","Bachelor",6,"Hardly Any"
2018,18,"White","Less Than High School",NA,NA
2018,73,"White","High School",1,"Hardly Any"
2018,68,"Hispanic","High School",2,"Hardly Any"
2018,51,"White","Graduate",NA,NA
2018,67,"White","Bachelor",5,"Only Some"
2018,81,"White","Bachelor",1,"Only Some"
2018,70,"White","Bachelor",NA,NA
2018,63,"White","High School",6,"Hardly Any"
2018,71,"White","High School",3,"Hardly Any"
2018,34,"White","Bachelor",NA,NA
2018,86,"White","Bachelor",NA,NA
2018,39,"White","High School",3,NA
2018,47,"White","High School",NA,NA
2018,33,"Black","Bachelor",3,"Hardly Any"
2018,31,"Other","Bachelor",1,"Only Some"
2018,57,"White","High School",NA,NA
2018,35,"Hispanic","High School",1,"Only Some"
2018,65,"White","High School",NA,NA
2018,69,"White","High School",3,"Hardly Any"
2018,59,"Black","High School",1,"Hardly Any"
2018,35,"White","High School",3,"Hardly Any"
2018,37,"White","High School",NA,NA
2018,51,"White","High School",4,"Only Some"
2018,85,NA,"Less Than High School",6,"A Great Deal"
2018,49,"White","Bachelor",NA,NA
2018,68,"White","Graduate",3,"Hardly Any"
2018,70,"White","Junior College",7,"Only Some"
2018,74,"White","High School",1,"Hardly Any"
2018,68,"White","High School",5,"Hardly Any"
2018,46,"White","Bachelor",NA,NA
2018,51,"White","Junior College",4,"Only Some"
2018,66,"White","High School",4,"Only Some"
2018,43,"White","High School",NA,NA
2018,74,"White","Less Than High School",1,"Hardly Any"
2018,74,"White","Graduate",4,"Only Some"
2018,85,"White","High School",7,"Only Some"
2018,49,"White","Bachelor",2,"Hardly Any"
2018,46,"White","High School",NA,NA
2018,37,"White","Bachelor",4,"Hardly Any"
2018,41,"White","Less Than High School",NA,NA
2018,22,"White","High School",5,"Only Some"
2018,43,"Hispanic","Graduate",5,"Only Some"
2018,73,"White","Bachelor",4,"Only Some"
2018,34,"White","Bachelor",NA,NA
2018,87,"White","High School",5,"Only Some"
2018,32,"White","Graduate",3,"Hardly Any"
2018,31,"Hispanic","High School",3,"Only Some"
2018,33,"White","High School",4,"Only Some"
2018,69,"White","High School",NA,NA
2018,77,"White","High School",4,"Only Some"
2018,52,"White","High School",NA,NA
2018,37,"White","High School",1,"Hardly Any"
2018,52,"White","High School",NA,NA
2018,38,"Other","Bachelor",3,"Hardly Any"
2018,55,"Other","High School",7,"Hardly Any"
2018,75,"White","High School",2,"Hardly Any"
2018,50,"Hispanic","High School",NA,NA
2018,25,"White","High School",5,"Only Some"
2018,28,"White","High School",7,"Only Some"
2018,76,"White","Bachelor",1,"Hardly Any"
2018,52,"White","Bachelor",NA,NA
2018,22,"White","High School",5,"Only Some"
2018,57,"White","Less Than High School",1,"Hardly Any"
2018,84,"White","Less Than High School",4,"Only Some"
2018,63,"White","High School",4,"Hardly Any"
2018,58,"Black","Graduate",5,"Hardly Any"
2018,43,"White","High School",3,"Hardly Any"
2018,25,"White","High School",NA,NA
2018,39,"White","Less Than High School",3,"Hardly Any"
2018,31,"White","Junior College",3,"Only Some"
2018,39,"White","High School",NA,NA
2018,34,"Black","High School",NA,NA
2018,27,"White","Junior College",6,"Only Some"
2018,35,"White","High School",NA,NA
2018,24,"White","High School",1,"Hardly Any"
2018,48,"White","Bachelor",5,"Only Some"
2018,21,"White","High School",NA,NA
2018,30,"White","High School",3,"Only Some"
2018,36,"Other","High School",4,"Only Some"
2018,52,"White","High School",4,"A Great Deal"
2018,36,"White","Graduate",3,"Only Some"
2018,80,"White","Graduate",NA,NA
2018,27,"White","Bachelor",3,"Hardly Any"
2018,24,"White","Bachelor",4,"Only Some"
2018,44,"White","High School",NA,NA
2018,89,"White","Less Than High School",5,"Only Some"
2018,22,"Black","High School",5,"Hardly Any"
2018,48,"Hispanic","High School",1,"Only Some"
2018,33,"Hispanic","Less Than High School",4,"A Great Deal"
2018,59,"Hispanic","Less Than High School",4,"Hardly Any"
2018,43,"Other","High School",NA,NA
2018,32,"Other","Less Than High School",4,"Hardly Any"
2018,62,"White","Junior College",NA,NA
2018,53,"White","High School",NA,NA
2018,59,"White","High School",7,"Hardly Any"
2018,47,"Hispanic","High School",3,"Hardly Any"
2018,18,"Hispanic","High School",NA,NA
2018,64,"Hispanic","High School",NA,NA
2018,22,"White","High School",4,"Only Some"
2018,37,"White","Bachelor",2,"Hardly Any"
2018,31,"White","Bachelor",NA,NA
2018,72,"White","High School",NA,"Hardly Any"
2018,32,"White","Bachelor",1,"Only Some"
2018,69,"White","Bachelor",1,"Only Some"
2018,32,"White","Bachelor",2,"Hardly Any"
2018,32,"White","Bachelor",3,"Only Some"
2018,60,"White","Junior College",NA,NA
2018,70,"White","Less Than High School",4,"Hardly Any"
2018,41,"Hispanic","Junior College",NA,NA
2018,35,"White","Junior College",1,"Only Some"
2018,77,"White","Junior College",NA,NA
2018,57,"White","High School",3,"Hardly Any"
2018,26,"White","High School",1,"Hardly Any"
2018,56,"White","High School",4,"Hardly Any"
2018,24,"White","Bachelor",NA,NA
2018,56,"Black","Less Than High School",3,"Only Some"
2018,39,"Other","Less Than High School",NA,NA
2018,30,"White","Graduate",1,"Hardly Any"
2018,26,"White","Bachelor",1,"Only Some"
2018,31,"White","High School",NA,NA
2018,36,"White","Bachelor",5,"Only Some"
2018,69,"White","Junior College",1,"Hardly Any"
2018,39,"White","Bachelor",NA,NA
2018,53,"White","High School",5,"Hardly Any"
2018,55,"White","High School",7,"Hardly Any"
2018,50,"White","High School",1,"Only Some"
2018,31,"White","Graduate",1,"Only Some"
2018,70,"White","Bachelor",5,"Only Some"
2018,68,"White","Junior College",3,"Hardly Any"
2018,73,"White","High School",1,"Hardly Any"
2018,60,"White","Graduate",2,"Only Some"
2018,30,"White","High School",6,"Hardly Any"
2018,60,"White","High School",2,"Hardly Any"
2018,61,"White","High School",3,"Hardly Any"
2018,69,"White","Less Than High School",1,"Hardly Any"
2018,41,"White","High School",NA,NA
2018,64,NA,"Junior College",1,"Hardly Any"
2018,63,"White","High School",4,"Only Some"
2018,22,"Black","Less Than High School",5,"Only Some"
2018,33,"White","Less Than High School",3,"Hardly Any"
2018,56,"White","Bachelor",3,"Only Some"
2018,30,"White","Junior College",NA,NA
2018,89,"White","Junior College",7,"Only Some"
2018,61,"White","Bachelor",2,"Only Some"
2018,55,"White","High School",1,"Hardly Any"
2018,67,"White","Graduate",NA,NA
2018,61,"White","High School",2,"Only Some"
2018,69,"White","High School",5,"Only Some"
2018,30,"Black","Bachelor",1,"Hardly Any"
2018,70,"White","High School",7,"Hardly Any"
2018,41,"Black","High School",NA,NA
2018,67,"Black","Less Than High School",NA,NA
2018,62,"White","High School",6,"Hardly Any"
2018,36,"Black","High School",NA,NA
2018,51,"White","Junior College",2,"Only Some"
2018,65,"White","Bachelor",NA,NA
2018,63,"Black","High School",1,"Hardly Any"
2018,23,"White","Bachelor",5,"Only Some"
2018,89,"White","High School",4,NA
2018,47,"White","Junior College",NA,NA
2018,75,"White","High School",5,"Only Some"
2018,24,"White","High School",3,"Only Some"
2018,42,"White","High School",NA,NA
2018,29,"White","High School",1,"Hardly Any"
2018,26,"White","Junior College",2,"Hardly Any"
2018,89,"Black","Less Than High School",NA,NA
2018,76,"White","High School",NA,NA
2018,36,"White","High School",7,"Hardly Any"
2018,77,"White","High School",NA,NA
2018,32,"White","High School",3,"Only Some"
2018,72,"White","High School",NA,NA
2018,39,"White","Bachelor",1,"Hardly Any"
2018,71,"White","High School",NA,NA
2018,31,"White","Graduate",5,"Hardly Any"
2018,69,"White","Graduate",3,"Only Some"
2018,35,"Hispanic","Less Than High School",1,"Only Some"
2018,80,"White","Graduate",7,"Hardly Any"
2018,49,"White","Bachelor",NA,NA
2018,42,"White","High School",4,"Hardly Any"
2018,36,"Hispanic","Less Than High School",NA,NA
2018,71,"White","High School",3,"Hardly Any"
2018,64,"White","Less Than High School",2,"Hardly Any"
2018,57,"White","Junior College",NA,NA
2018,24,"White","High School",3,"Only Some"
2018,47,"White","High School",NA,NA
2018,23,"White","High School",3,"Only Some"
2018,46,"White","Junior College",NA,NA
2018,57,"White","Less Than High School",1,"Hardly Any"
2018,50,"White","Graduate",4,"Only Some"
2018,34,"White","High School",2,"Only Some"
2018,20,"White","High School",5,"Hardly Any"
2018,49,"White","High School",NA,NA
2018,30,"Hispanic","High School",1,"Hardly Any"
2018,29,"White","High School",NA,NA
2018,61,"White","High School",1,"Hardly Any"
2018,29,"Other","Graduate",NA,NA
2018,21,"White","High School",1,"Only Some"
2018,24,"White","High School",7,"Hardly Any"
2018,34,"White","Graduate",NA,NA
2018,25,"Hispanic","High School",2,"Only Some"
2018,21,"White","High School",NA,NA
2018,22,"White","High School",3,"Only Some"
2018,38,"White","High School",NA,NA
2018,70,"White","High School",2,"Hardly Any"
2018,33,"White","High School",7,"Only Some"
2018,75,"White","Less Than High School",NA,NA
2018,56,"White","High School",5,"Hardly Any"
2018,68,"White","Bachelor",5,"Hardly Any"
2018,39,"White","High School",NA,NA
2018,54,"White","High School",7,"Hardly Any"
2018,60,"White","High School",6,"Only Some"
2018,60,"White","High School",NA,NA
2018,36,"White","Graduate",7,"Hardly Any"
2018,31,"White","High School",NA,NA
2018,41,"Black","Bachelor",2,"Only Some"
2018,29,"White","High School",3,"A Great Deal"
2018,38,"White","Bachelor",6,"Only Some"
2018,42,"White","High School",NA,NA
2018,69,"White","High School",1,"Only Some"
2018,29,"Black","Graduate",NA,NA
2018,33,"Hispanic","Less Than High School",1,"A Great Deal"
2018,27,"White","High School",NA,NA
2018,42,"White","Junior College",3,"Hardly Any"
2018,57,"White","Bachelor",5,"Only Some"
2018,41,"White","Bachelor",3,"Only Some"
2018,70,"White","Bachelor",4,"Hardly Any"
2018,31,"White","Less Than High School",NA,NA
2018,68,"White","Junior College",5,"Hardly Any"
2018,38,"White","Graduate",NA,NA
2018,57,"White","High School",7,"Only Some"
2018,38,"White","Junior College",4,"Hardly Any"
2018,30,"White","Graduate",NA,NA
2018,68,"White","Less Than High School",5,"Hardly Any"
2018,75,"White","High School",1,"Only Some"
2018,82,"White","High School",NA,NA
2018,71,"White","Junior College",5,"Hardly Any"
2018,44,"White","High School",NA,"Only Some"
2018,82,"White","High School",NA,NA
2018,69,"Other","High School",1,NA
2018,40,"Black","Bachelor",6,"Hardly Any"
2018,61,"Black","Less Than High School",NA,NA
2018,70,"White","High School",3,"Hardly Any"
2018,57,"White","High School",NA,NA
2018,37,"White","Bachelor",2,"Only Some"
2018,64,"Black","Bachelor",4,"Only Some"
2018,74,"Black","Graduate",NA,NA
2018,71,"Black","High School",1,"Only Some"
2018,22,"White","High School",3,"Only Some"
2018,26,"White","Less Than High School",NA,NA
2018,52,"White","High School",NA,NA
2018,84,"Black","High School",7,"Hardly Any"
2018,22,"Other","Less Than High School",NA,NA
2018,28,"Black","High School",3,"Only Some"
2018,60,"White","High School",NA,NA
2018,31,"Black","High School",1,"Hardly Any"
2018,45,"Black","High School",NA,NA
2018,49,"Black","High School",1,"Hardly Any"
2018,32,"White","Less Than High School",NA,NA
2018,43,"Black","Less Than High School",7,"Hardly Any"
2018,45,"Black","High School",1,"Hardly Any"
2018,65,"White","High School",NA,NA
2018,32,"White","High School",3,"Only Some"
2018,23,"White","Less Than High School",1,"Hardly Any"
2018,52,"White","Graduate",NA,NA
2018,58,"White","Bachelor",3,"Hardly Any"
2018,21,"White","High School",4,"A Great Deal"
2018,77,"White","Bachelor",4,"Hardly Any"
2018,86,"White","Less Than High School",NA,NA
2018,52,"White","Junior College",1,"Hardly Any"
2018,66,"White","Bachelor",NA,NA
2018,72,"White","High School",1,"A Great Deal"
2018,47,"White","High School",NA,NA
