"id","year","childs","chldidel","parsol","kidssol"
761,2018,6,6,"Much Better","Somewhat Better"
763,2018,3,1,"Much Better","About The Same"
771,2018,3,2,"Somewhat Better","Somewhat Better"
780,2018,6,5,"About The Same","Somewhat Better"
782,2018,0,3,"Much Better","Somewhat Better"
785,2018,1,2,"Somewhat Worse","Somewhat Better"
795,2018,2,2,"Somewhat Better","Somewhat Better"
797,2018,1,3,"Somewhat Worse","Much Worse"
799,2018,3,3,"Somewhat Worse","Somewhat Worse"
802,2018,0,4,"Somewhat Better","Somewhat Better"
806,2018,6,2,"Much Worse","Somewhat Better"
813,2018,3,3,"Much Worse","Much Better"
814,2018,2,4,"Somewhat Worse","About The Same"
815,2018,2,4,"Somewhat Better","Much Better"
819,2018,0,5,"Somewhat Worse","About The Same"
824,2018,4,4,"About The Same","Somewhat Better"
830,2018,3,2,"Somewhat Better","Somewhat Better"
834,2018,2,3,"Somewhat Better","About The Same"
837,2018,4,2,"About The Same","About The Same"
839,2018,0,2,"Much Better","Much Better"
840,2018,0,4,"Much Better","Much Better"
843,2018,3,2,"Somewhat Better","Somewhat Better"
848,2018,2,3,"Somewhat Worse","Somewhat Worse"
851,2018,3,2,"Much Better","Much Better"
859,2018,2,2,"Much Better","Much Worse"
861,2018,0,3,"Somewhat Worse","About The Same"
865,2018,4,4,"Much Better","Much Better"
872,2018,2,2,"Somewhat Better","Somewhat Better"
876,2018,0,2,"About The Same","About The Same"
878,2018,1,2,"About The Same","About The Same"
879,2018,1,3,"Somewhat Better","Somewhat Better"
881,2018,2,3,"About The Same","About The Same"
882,2018,2,2,"About The Same","Somewhat Better"
884,2018,4,4,"Somewhat Better","About The Same"
887,2018,2,2,"About The Same","Somewhat Worse"
895,2018,0,3,"Much Better","Much Better"
902,2018,2,2,"Somewhat Worse","Much Worse"
911,2018,1,3,"Much Better","Much Better"
913,2018,0,4,"Much Better","About The Same"
915,2018,3,3,"Somewhat Worse","Much Better"
920,2018,1,2,"About The Same","Much Better"
923,2018,6,3,"Somewhat Better","Much Better"
926,2018,2,3,"Somewhat Better","About The Same"
931,2018,1,3,"Much Better","Much Worse"
935,2018,2,2,"Somewhat Better","Much Better"
940,2018,4,2,"About The Same","About The Same"
941,2018,3,3,"Much Better","Much Better"
943,2018,3,3,"About The Same","About The Same"
946,2018,0,2,"Much Better","Much Better"
949,2018,5,4,"Somewhat Worse","Somewhat Better"
951,2018,4,4,"Somewhat Better","Much Better"
957,2018,3,3,"Much Better","Much Better"
960,2018,5,3,"Much Better","Much Better"
963,2018,3,2,"Much Better","Much Better"
965,2018,0,2,"About The Same","About The Same"
970,2018,3,3,"Somewhat Better","Somewhat Better"
972,2018,3,2,"Somewhat Better","Much Better"
973,2018,0,2,"Somewhat Worse","About The Same"
978,2018,2,3,"Somewhat Better","Somewhat Worse"
981,2018,2,3,"About The Same","Much Worse"
985,2018,2,2,"About The Same","About The Same"
988,2018,0,2,"About The Same","About The Same"
990,2018,2,2,"Somewhat Worse","Much Worse"
992,2018,0,2,"Somewhat Better","Much Better"
994,2018,1,4,"About The Same","Somewhat Better"
998,2018,1,2,"Somewhat Worse","Much Worse"
1002,2018,2,2,"Much Worse","Much Better"
1005,2018,0,2,"Much Better","Much Better"
1006,2018,3,2,"Somewhat Better","About The Same"
1009,2018,2,2,"About The Same","Much Better"
1010,2018,2,2,"About The Same","Somewhat Better"
1013,2018,5,2,"Somewhat Worse","Somewhat Better"
1018,2018,3,4,"Somewhat Worse","Much Better"
1021,2018,3,3,"About The Same","Much Better"
1022,2018,2,4,"Somewhat Worse","Somewhat Better"
1026,2018,4,2,"About The Same","About The Same"
1030,2018,0,2,"About The Same","Somewhat Worse"
1036,2018,2,2,"Somewhat Better","Somewhat Better"
1038,2018,2,1,"About The Same","Somewhat Better"
1044,2018,0,2,"Somewhat Better","Somewhat Better"
1050,2018,0,2,"Much Better","Much Better"
1054,2018,0,4,"Somewhat Better","About The Same"
1058,2018,4,2,"About The Same","About The Same"
1060,2018,4,2,"Much Better","Somewhat Better"
1067,2018,1,3,"About The Same","About The Same"
1071,2018,1,2,"Somewhat Better","Much Better"
1072,2018,3,3,"Much Better","Much Better"
1076,2018,2,2,"Much Better","Somewhat Better"
1083,2018,2,2,"Much Better","Much Better"
1086,2018,3,3,"Somewhat Worse","Somewhat Worse"
1089,2018,3,5,"About The Same","Much Better"
1090,2018,0,3,"Much Better","Much Better"
1103,2018,0,3,"Much Better","Much Worse"
1106,2018,3,3,"Much Better","About The Same"
1114,2018,0,2,"Somewhat Better","Somewhat Better"
1118,2018,0,3,"Somewhat Better","Much Better"
1121,2018,2,2,"About The Same","About The Same"
1124,2018,3,4,"About The Same","Much Better"
1127,2018,0,3,"Somewhat Better","Somewhat Better"
1134,2018,2,4,"About The Same","About The Same"
1138,2018,3,3,"Somewhat Better","Somewhat Worse"
1141,2018,2,2,"Somewhat Better","Much Better"
1145,2018,0,2,"Somewhat Better","Much Better"
1147,2018,3,2,"Much Better","Much Better"
1150,2018,0,2,"Somewhat Better","About The Same"
1155,2018,1,3,"Somewhat Better","Somewhat Worse"
1160,2018,3,3,"Somewhat Better","Somewhat Better"
1162,2018,1,2,"Somewhat Better","Much Better"
1163,2018,0,2,"About The Same","Somewhat Worse"
1168,2018,1,2,"Somewhat Worse","Somewhat Better"
1180,2018,2,3,"Somewhat Better","About The Same"
1184,2018,1,4,"Much Better","Much Better"
1189,2018,3,2,"About The Same","Somewhat Better"
1192,2018,2,2,"Somewhat Worse","Somewhat Worse"
1195,2018,3,3,"Somewhat Better","Somewhat Better"
1202,2018,1,2,"Somewhat Worse","Much Better"
1216,2018,3,3,"Somewhat Better","Somewhat Worse"
1223,2018,1,2,"Somewhat Worse","About The Same"
1224,2018,5,4,"Much Better","Somewhat Better"
1226,2018,3,3,"Somewhat Better","Somewhat Worse"
1230,2018,3,3,"About The Same","Somewhat Better"
1233,2018,0,2,"Somewhat Better","Much Better"
1236,2018,2,5,"About The Same","Somewhat Better"
1241,2018,2,2,"Somewhat Better","About The Same"
1244,2018,0,2,"Much Better","About The Same"
1246,2018,5,2,"About The Same","About The Same"
1248,2018,4,2,"Much Better","Somewhat Better"
1250,2018,2,2,"Somewhat Better","Somewhat Worse"
1255,2018,2,2,"Much Better","Much Better"
1256,2018,3,3,"Much Better","Much Better"
1262,2018,1,2,"Much Better","Somewhat Better"
1268,2018,2,2,"Much Better","Somewhat Worse"
1274,2018,4,3,"Somewhat Better","Somewhat Worse"
1276,2018,3,3,"Somewhat Worse","Much Better"
1282,2018,4,2,"Much Better","Somewhat Better"
1284,2018,2,3,"Somewhat Better","Much Better"
1286,2018,3,3,"Somewhat Better","About The Same"
1293,2018,2,2,"About The Same","Much Better"
1298,2018,4,4,"Much Better","Much Better"
1300,2018,2,3,"Somewhat Worse","Somewhat Better"
1304,2018,1,2,"About The Same","Somewhat Better"
1308,2018,3,3,"Much Better","Somewhat Worse"
1310,2018,3,2,"Somewhat Worse","Much Better"
1315,2018,2,2,"Much Better","Somewhat Better"
1325,2018,0,1,"Somewhat Worse","Somewhat Worse"
1330,2018,2,2,"Somewhat Better","Somewhat Better"
1334,2018,3,3,"Much Better","Much Better"
1335,2018,2,2,"About The Same","Somewhat Better"
1337,2018,2,2,"Much Better","Somewhat Worse"
1339,2018,3,3,"Somewhat Worse","About The Same"
1348,2018,2,4,"Much Better","Much Better"
1350,2018,0,2,"Much Better","About The Same"
1353,2018,0,2,"Somewhat Better","Somewhat Better"
1355,2018,3,4,"Somewhat Better","Somewhat Worse"
1358,2018,0,2,"Much Better","Somewhat Better"
1360,2018,0,2,"Somewhat Better","Somewhat Better"
1371,2018,2,2,"Much Better","Somewhat Worse"
1376,2018,1,2,"Much Better","About The Same"
1384,2018,4,3,"Somewhat Better","About The Same"
1394,2018,2,2,"Somewhat Better","Somewhat Better"
1396,2018,2,2,"Somewhat Better","Somewhat Worse"
1400,2018,0,4,"About The Same","Much Better"
1405,2018,3,6,"Somewhat Better","Much Better"
1415,2018,0,2,"Much Worse","Much Better"
1417,2018,0,3,"Somewhat Better","Somewhat Better"
1420,2018,3,3,"Much Better","Much Better"
1423,2018,1,1,"Much Better","Much Better"
1426,2018,0,3,"Much Better","Much Better"
1431,2018,5,2,"About The Same","Much Worse"
1433,2018,0,2,"About The Same","Somewhat Worse"
1436,2018,2,2,"Much Better","About The Same"
1446,2018,2,3,"Much Better","Somewhat Better"
1453,2018,2,2,"Somewhat Better","Somewhat Better"
1455,2018,2,4,"About The Same","Somewhat Better"
1464,2018,2,5,"Much Better","Much Better"
1470,2018,1,2,"Somewhat Worse","Somewhat Better"
1473,2018,2,2,"Somewhat Worse","Much Better"
1486,2018,2,1,"Somewhat Better","About The Same"
1490,2018,2,2,"Much Better","Somewhat Better"
1500,2018,5,3,"Somewhat Better","Somewhat Better"
1505,2018,1,3,"Much Better","Much Better"
1507,2018,2,3,"Somewhat Better","Much Better"
1516,2018,1,2,"Somewhat Better","Much Better"
1519,2018,1,1,"About The Same","Much Better"
1522,2018,3,3,"Somewhat Better","Much Better"
1528,2018,2,3,"Somewhat Better","Somewhat Better"
1532,2018,2,2,"Somewhat Better","Somewhat Better"
1534,2018,1,5,"Somewhat Better","Somewhat Better"
1536,2018,2,2,"Somewhat Better","Somewhat Better"
1538,2018,1,4,"Much Worse","Much Better"
1541,2018,1,2,"Somewhat Better","Much Better"
1548,2018,0,2,"Somewhat Better","About The Same"
1551,2018,2,3,"Somewhat Worse","Much Better"
1554,2018,2,2,"About The Same","Somewhat Better"
1556,2018,2,2,"Much Better","Much Better"
1558,2018,1,2,"About The Same","Somewhat Better"
1560,2018,3,6,"Somewhat Worse","Somewhat Better"
1562,2018,0,3,"Somewhat Better","Somewhat Worse"
1564,2018,1,2,"About The Same","Much Better"
1567,2018,2,3,"Somewhat Better","Much Better"
1569,2018,1,2,"Much Worse","Much Better"
1576,2018,4,4,"Much Better","Much Better"
1586,2018,1,2,"About The Same","Much Better"
1592,2018,1,3,"About The Same","About The Same"
1603,2018,1,3,"Somewhat Worse","Much Better"
1613,2018,1,3,"Much Better","Much Better"
1616,2018,2,2,"Much Better","Much Better"
1620,2018,3,2,"Much Better","About The Same"
1623,2018,1,1,"Much Worse","Somewhat Better"
1630,2018,4,4,"About The Same","About The Same"
1634,2018,5,1,"About The Same","Somewhat Better"
1638,2018,1,2,"Somewhat Better","Somewhat Better"
1641,2018,2,3,"Much Better","Somewhat Better"
1645,2018,1,2,"Much Better","Much Better"
1654,2018,1,3,"Much Better","Much Better"
1657,2018,0,2,"About The Same","Somewhat Better"
1666,2018,6,2,"About The Same","Much Better"
1668,2018,3,3,"Somewhat Worse","Much Worse"
1675,2018,6,3,"Somewhat Better","About The Same"
1676,2018,2,3,"Somewhat Better","Somewhat Better"
1677,2018,1,4,"Somewhat Better","Much Better"
1680,2018,2,2,"Somewhat Better","About The Same"
1682,2018,1,2,"Somewhat Better","About The Same"
1691,2018,3,3,"Somewhat Worse","Much Better"
1699,2018,3,3,"Much Better","Much Better"
1703,2018,2,2,"Much Better","Much Better"
1708,2018,0,2,"Somewhat Better","Somewhat Better"
1715,2018,0,2,"Much Better","Somewhat Worse"
1718,2018,0,3,"Much Better","Much Better"
1723,2018,2,2,"Somewhat Worse","About The Same"
1725,2018,0,2,"Much Better","Somewhat Worse"
1730,2018,1,3,"Somewhat Better","Somewhat Better"
1732,2018,2,2,"Somewhat Worse","Somewhat Better"
1733,2018,0,2,"About The Same","About The Same"
1735,2018,3,3,"Somewhat Better","About The Same"
1737,2018,2,2,"Much Better","Somewhat Better"
1741,2018,1,4,"Much Better","Somewhat Better"
1745,2018,1,2,"Much Better","Somewhat Better"
1755,2018,3,3,"Much Better","Somewhat Better"
1761,2018,3,3,"About The Same","Somewhat Better"
1765,2018,2,2,"About The Same","Somewhat Better"
1767,2018,0,3,"Much Better","Somewhat Better"
1773,2018,2,2,"Somewhat Worse","Somewhat Better"
1777,2018,4,3,"About The Same","About The Same"
1780,2018,0,4,"Much Better","Much Better"
1783,2018,1,3,"About The Same","About The Same"
1784,2018,3,3,"Somewhat Worse","Much Better"
1792,2018,0,3,"About The Same","Much Better"
1794,2018,2,3,"Much Better","Much Better"
1802,2018,4,2,"Somewhat Worse","Much Better"
1804,2018,1,2,"About The Same","Somewhat Better"
1806,2018,2,2,"Much Better","Somewhat Better"
1814,2018,2,2,"About The Same","Somewhat Better"
1818,2018,2,2,"Somewhat Better","Somewhat Better"
1827,2018,2,0,"Much Better","Somewhat Worse"
1830,2018,0,3,"Somewhat Worse","About The Same"
1839,2018,2,3,"Much Better","Much Better"
1841,2018,0,4,"Much Better","Somewhat Worse"
1842,2018,3,2,"About The Same","Somewhat Better"
1844,2018,4,3,"Somewhat Better","About The Same"
1846,2018,3,3,"Much Worse","Much Worse"
1850,2018,3,2,"Somewhat Better","Somewhat Better"
1851,2018,6,1,"Somewhat Better","Much Better"
1863,2018,2,2,"Much Better","Much Better"
1873,2018,0,2,"Much Better","Much Better"
1875,2018,3,3,"About The Same","Somewhat Worse"
1876,2018,4,2,"Much Better","Much Better"
1879,2018,1,1,"Somewhat Better","Somewhat Better"
1885,2018,4,3,"Somewhat Better","Much Better"
1888,2018,3,4,"About The Same","About The Same"
1892,2018,1,3,"About The Same","Much Better"
1894,2018,4,4,"About The Same","Much Better"
1898,2018,2,2,"About The Same","Somewhat Better"
1901,2018,3,3,"About The Same","Somewhat Better"
1910,2018,1,2,"Somewhat Better","Much Better"
1920,2018,0,3,"Somewhat Worse","Somewhat Worse"
1933,2018,3,4,"About The Same","Somewhat Better"
1934,2018,1,2,"Much Better","About The Same"
1945,2018,2,3,"Much Better","About The Same"
1947,2018,0,3,"Much Better","About The Same"
1949,2018,1,3,"About The Same","Much Better"
1955,2018,1,2,"Much Worse","Much Worse"
1957,2018,2,2,"Somewhat Worse","Somewhat Better"
1964,2018,4,2,"Much Better","Much Better"
1967,2018,4,2,"Much Better","Much Better"
1975,2018,5,5,"Much Better","Much Better"
1978,2018,2,2,"Somewhat Worse","Somewhat Worse"
1984,2018,1,4,"Much Better","Much Better"
1986,2018,3,5,"Much Better","Much Better"
1990,2018,3,2,"Much Better","Much Better"
1996,2018,3,2,"Somewhat Better","Somewhat Worse"
2002,2018,2,2,"Somewhat Worse","Much Better"
2004,2018,2,4,"About The Same","Somewhat Better"
2010,2018,0,3,"Somewhat Better","Somewhat Better"
2012,2018,2,3,"Much Better","Somewhat Better"
2019,2018,2,2,"Much Better","Somewhat Better"
2023,2018,3,2,"Somewhat Better","Somewhat Better"
2029,2018,1,3,"Much Better","Somewhat Better"
2032,2018,1,2,"About The Same","Somewhat Better"
2034,2018,0,2,"About The Same","Much Better"
2040,2018,4,4,"Somewhat Better","Somewhat Better"
2042,2018,0,1,"Somewhat Better","Somewhat Worse"
2045,2018,3,2,"Somewhat Worse","Somewhat Better"
2057,2018,1,3,"Much Worse","Somewhat Better"
2059,2018,3,2,"Somewhat Better","Much Better"
2062,2018,3,3,"Much Better","Much Better"
2064,2018,3,3,"About The Same","Much Better"
2067,2018,6,2,"Somewhat Worse","Much Better"
2068,2018,2,2,"Much Worse","Much Better"
2070,2018,3,4,"Much Worse","Much Better"
2072,2018,0,2,"Much Better","Somewhat Better"
2074,2018,0,2,"Much Better","Much Worse"
2080,2018,2,3,"About The Same","Much Better"
2082,2018,2,2,"Much Better","About The Same"
2084,2018,4,2,"Much Better","About The Same"
2086,2018,2,2,"Much Better","About The Same"
2087,2018,5,2,"About The Same","Somewhat Better"
2090,2018,3,3,"Much Better","Somewhat Worse"
2092,2018,1,2,"Somewhat Better","About The Same"
2095,2018,3,3,"Somewhat Better","Much Better"
2116,2018,1,3,"Somewhat Worse","Somewhat Better"
2117,2018,4,3,"Somewhat Better","About The Same"
2118,2018,2,2,"Much Better","Much Better"
2120,2018,3,3,"Much Better","About The Same"
2121,2018,4,3,"Somewhat Better","Much Better"
2125,2018,3,2,"Somewhat Better","Somewhat Worse"
2130,2018,2,2,"Somewhat Better","Somewhat Better"
2132,2018,0,2,"About The Same","About The Same"
2135,2018,0,2,"Somewhat Better","About The Same"
2138,2018,2,2,"Much Better","Much Better"
2140,2018,2,3,"About The Same","Much Worse"
2142,2018,3,3,"About The Same","Somewhat Better"
2147,2018,3,2,"Much Better","About The Same"
2149,2018,0,3,"Somewhat Better","About The Same"
2151,2018,5,3,"About The Same","Much Better"
2152,2018,5,0,"Much Better","About The Same"
2154,2018,1,2,"Much Better","About The Same"
2155,2018,0,4,"Much Worse","Much Better"
2163,2018,1,2,"Somewhat Better","About The Same"
2168,2018,1,4,"Somewhat Better","Somewhat Better"
2175,2018,3,4,"Somewhat Better","Much Better"
2177,2018,4,2,"Somewhat Better","Somewhat Better"
2181,2018,3,3,"Much Better","Much Better"
2182,2018,2,2,"About The Same","About The Same"
2183,2018,3,3,"About The Same","Much Better"
2185,2018,1,2,"About The Same","About The Same"
2188,2018,3,2,"About The Same","Much Better"
2190,2018,2,2,"About The Same","About The Same"
2197,2018,3,2,"Much Better","About The Same"
2200,2018,1,2,"Somewhat Worse","Somewhat Better"
2202,2018,3,2,"Much Better","Much Better"
2203,2018,3,3,"Much Better","Much Worse"
2205,2018,2,2,"Much Better","Much Better"
2208,2018,0,4,"About The Same","Somewhat Worse"
2215,2018,0,2,"Somewhat Better","About The Same"
2220,2018,0,3,"About The Same","Much Better"
2229,2018,0,2,"Somewhat Worse","About The Same"
2233,2018,1,2,"Somewhat Worse","Much Better"
2236,2018,2,3,"Somewhat Better","Somewhat Better"
2239,2018,4,2,"Somewhat Better","About The Same"
2243,2018,2,2,"About The Same","Much Better"
2249,2018,2,2,"About The Same","Somewhat Worse"
2255,2018,3,3,"Somewhat Better","Somewhat Better"
2257,2018,3,5,"About The Same","Much Better"
2260,2018,4,3,"Somewhat Better","Much Better"
2268,2018,2,3,"Much Better","Somewhat Better"
2271,2018,5,4,"Somewhat Better","Somewhat Better"
2275,2018,5,4,"About The Same","Somewhat Worse"
2278,2018,2,3,"Much Worse","Much Worse"
2280,2018,1,2,"Somewhat Better","Somewhat Worse"
2283,2018,1,2,"Much Better","Much Worse"
2286,2018,2,4,"About The Same","Much Better"
2289,2018,0,0,"Much Worse","Much Worse"
2292,2018,3,3,"Much Better","Much Better"
2311,2018,2,3,"Much Better","Much Better"
2315,2018,0,3,"Somewhat Better","About The Same"
2320,2018,3,2,"About The Same","Somewhat Better"
2323,2018,1,2,"Much Better","About The Same"
2324,2018,2,2,"Somewhat Better","Somewhat Better"
2330,2018,2,2,"Much Worse","Much Better"
2331,2018,2,4,"Much Better","Much Better"
2337,2018,0,3,"Somewhat Worse","Somewhat Better"
2341,2018,2,2,"Somewhat Better","Somewhat Better"
2347,2018,2,0,"About The Same","About The Same"
