"cz_id","cz_name","state","population_2000","mobility","urban","frac_black","racial_seg","income_seg","poverty_seg","affluence_seg","commute15min","hh_income","gini","top1pc_share","local_tax_rate","local_govt_expenditures","school_expenditures_per_student","test_score_percentile_adj","hs_dropout_rate_adj","number_of_colleges","college_grad_rate_adj","labor_force_participation_rate","manufacturing_employment_share","migration_inflow","migration_outflow","frac_foreign_born","social_capital_index","frac_religion","violent_crime_rate","frac_children_single_mothers","frac_adults_divorced","frac_adults_married","income_growth_06_10","drop_this_column","cz_state"
20100,"Portland","ME",690459,42.8,1,0.006,0.052,0.054,0.05,0.055,0.363,37252,0.439,13.348,0.027,1931,6.85,2.793,-0.009,0.013,0.064,0.664,0.141,0.016,0.014,0.028,0.334,0.365,0.001,0.211,0.118,0.555,0,NA,"Portland, ME"
29800,"Aurora","MO",137575,42.6,0,0.002,0.053,0.008,0.007,0.008,0.363,31417,0.384,9.762,0.014,1288,5.398,-0.8,0.001,0.007,0.263,0.613,0.174,0.021,0.022,0.023,-0.161,0.464,0.001,0.176,0.109,0.629,-0.002,NA,"Aurora, MO"
32801,"Waco","TX",281618,40,1,0.141,0.191,0.105,0.109,0.101,0.363,31690,0.492,12.76,0.023,1729,5.56,1.721,0.002,0.014,0.074,0.604,0.147,0.021,0.021,0.059,-0.468,0.597,0.002,0.24,0.098,0.557,-0.014,NA,"Waco, TX"
10501,"Columbus","MS",95083,36,1,0.453,0.134,0.046,0.043,0.047,0.362,29115,0.536,12.123,0.012,2065,5.113,-13.643,0,0.011,0.055,0.576,0.248,0.013,0.02,0.01,-0.966,0.524,0.002,0.332,0.085,0.524,-0.008,NA,"Columbus, MS"
15100,"Lorain","OH",423702,39.6,1,0.073,0.207,0.064,0.062,0.065,0.362,38660,0.342,8.711,0.025,2044,5.833,7.879,NA,0.014,-0.088,0.648,0.256,0.022,0.018,0.023,0.699,0.478,0.001,0.222,0.106,0.568,-0.01,NA,"Lorain, OH"
37100,"Bakersfield","CA",661645,45.3,1,0.057,0.214,0.099,0.076,0.116,0.362,28781,0.48,11.528,0.028,3644,5.756,-21.294,NA,0.008,-0.067,0.565,0.06,0.039,0.023,0.169,-1.903,0.437,0.005,0.229,0.095,0.568,-0.006,NA,"Bakersfield, CA"
1204,"Andrews","NC",59681,40.8,0,0.009,0.051,0.008,0.007,0.007,0.361,33712,0.847,55.821,0.015,1932,5.167,1.551,0.017,0.034,-0.11,0.525,0.154,0.012,0.004,0.015,-0.999,0.549,0.002,0.166,0.089,0.648,0.005,NA,"Andrews, NC"
10302,"Dothan","AL",223605,39,1,0.213,0.142,0.05,0.046,0.055,0.361,32268,0.498,12.707,0.011,2187,4.822,-11.823,0.006,0.013,-0.097,0.608,0.159,0.018,0.018,0.02,-1.4,0.632,0.002,0.248,0.107,0.589,-0.007,NA,"Dothan, AL"
33400,"Longview","TX",289849,43.8,1,0.193,0.121,0.031,0.028,0.031,0.361,32365,0.47,11.649,0.032,1733,5.525,4.051,-0.008,0.017,-0.11,0.585,0.157,0.016,0.016,0.041,-0.387,0.622,0.003,0.218,0.104,0.593,-0.003,NA,"Longview, TX"
1600,"Wilson","NC",216840,35,1,0.416,0.169,0.053,0.05,0.056,0.36,31549,0.514,11.255,0.017,2899,5.084,-6.231,0.035,0.023,-0.093,0.619,0.232,0.013,0.015,0.035,-1.395,0.398,0.004,0.291,0.087,0.525,-0.007,NA,"Wilson, NC"
9002,"Milledgeville","GA",83808,33.1,0,0.44,0.122,0.034,0.037,0.032,0.36,27862,0.442,7.55,0.025,2059,5.526,-6.814,0.013,0.036,0.127,0.523,0.181,0.012,0.015,0.018,-1.909,0.277,0.002,0.333,0.104,0.505,-0.011,NA,"Milledgeville, GA"
12100,"Kalamazoo","MI",509606,38,1,0.082,0.183,0.064,0.06,0.064,0.36,36931,0.412,10.894,0.025,2149,6.573,-2.101,NA,0.014,-0.016,0.667,0.237,0.019,0.02,0.032,0.292,0.325,0.002,0.232,0.106,0.543,-0.011,NA,"Kalamazoo, MI"
301,"Middlesborough","TN",66708,39,0,0.015,0.064,0.024,0.015,0.026,0.359,22328,0.441,10.691,0.015,1190,5.614,-9.315,-0.005,0.045,0.111,0.479,0.234,0.008,0.012,0.007,-1.27,0.668,0.001,0.211,0.113,0.59,-0.004,NA,"Middlesborough, TN"
15800,"Athens","OH",142321,40.4,0,0.018,0.058,0.03,0.03,0.031,0.359,24643,0.395,7.157,0.024,1710,5.361,0.706,-0.008,0.028,0.188,0.549,0.103,0.012,0.013,0.017,-0.328,0.251,0.001,0.201,0.095,0.523,-0.003,NA,"Athens, OH"
2900,"Hattiesburg","MS",157181,39.4,1,0.298,0.22,0.062,0.049,0.072,0.358,28079,0.509,11.349,0.015,2011,4.261,-7.941,-0.005,0.019,0.109,0.605,0.132,0.021,0.019,0.013,-0.707,0.61,0.002,0.269,0.099,0.512,0.002,NA,"Hattiesburg, MS"
10000,"Panama City","FL",172606,39.2,1,0.113,0.132,0.046,0.045,0.047,0.358,32715,0.467,12.045,0.022,3107,5.882,4.031,-0.024,0.012,0.028,0.593,0.065,0.035,0.028,0.034,-2.044,0.411,NA,0.243,0.133,0.564,0.004,NA,"Panama City, FL"
19901,"Dover","DE",439269,38.7,1,0.196,0.131,0.03,0.028,0.029,0.358,36398,0.449,9.882,0.017,1965,6.835,5.869,0.001,0.018,-0.025,0.621,0.127,0.027,0.012,0.039,-0.757,0.368,0.005,0.255,0.097,0.557,-0.001,NA,"Dover, DE"
2600,"Roanoke Rapids","NC",139055,35.6,0,0.567,0.104,0.011,0.011,0.011,0.357,27335,0.442,8.827,0.019,2041,5.356,-11.577,0.012,0.022,-0.128,0.513,0.232,0.007,0.012,0.01,-0.596,0.364,0.005,0.35,0.084,0.494,-0.018,NA,"Roanoke Rapids, NC"
11500,"Jackson","MI",303839,40.2,1,0.048,0.21,0.051,0.049,0.052,0.356,36188,0.35,8.529,0.022,1937,5.998,-3.269,NA,0.02,-0.147,0.634,0.271,0.018,0.016,0.016,-0.014,0.35,0.001,0.205,0.101,0.595,-0.018,NA,"Jackson, MI"
11700,"Lansing","MI",447728,39.5,1,0.079,0.164,0.08,0.078,0.079,0.356,37719,0.359,10.217,0.029,2773,7.619,-1.481,NA,0.011,0.185,0.689,0.133,0.02,0.025,0.045,1.048,0.375,0.001,0.228,0.105,0.51,-0.014,NA,"Lansing, MI"
12301,"Traverse City","MI",154452,41.7,0,0.003,0.036,0.034,0.028,0.038,0.356,39703,0.416,13.983,0.034,2555,6.314,5.284,NA,0.006,-0.279,0.654,0.139,0.018,0.013,0.019,0.9,0.38,0.001,0.174,0.105,0.612,-0.002,NA,"Traverse City, MI"
21102,"Amery","WI",56993,46.9,0,0.002,0.066,0.021,0.019,0.024,0.356,36392,0.311,7.72,0.026,2604,8.83,7.446,NA,NA,NA,0.649,0.266,0.031,0.022,0.01,1.572,0.522,0,0.163,0.101,0.601,0.003,NA,"Amery, WI"
12903,"Danville","KY",86667,39.7,0,0.051,0.09,0.027,0.025,0.034,0.353,30746,0.392,7.263,0.012,1239,5.847,-3.142,0.009,0.012,0.452,0.603,0.243,0.02,0.015,0.014,-0.026,0.693,0.001,0.195,0.106,0.616,-0.005,NA,"Danville, KY"
14100,"Fort Wayne","IN",557161,40.6,1,0.068,0.29,0.075,0.058,0.086,0.352,38529,0.381,13.303,0.018,1814,6.491,-0.56,NA,0.02,-0.155,0.701,0.272,0.013,0.014,0.028,0.901,0.486,0.003,0.2,0.105,0.576,-0.015,NA,"Fort Wayne, IN"
18800,"Scranton","PA",857487,45.9,1,0.022,0.131,0.044,0.041,0.047,0.351,35125,0.412,12.428,0.023,1568,7.373,5.554,-0.011,0.021,0.142,0.598,0.158,0.023,0.014,0.028,0.118,0.557,0.001,0.185,0.08,0.548,-0.005,NA,"Scranton, PA"
37200,"Fresno","CA",1419998,41.3,1,0.043,0.168,0.085,0.067,0.102,0.351,28267,0.508,11.107,0.02,3259,5.555,-18.836,NA,0.008,-0.022,0.584,0.088,0.019,0.017,0.209,-1.648,0.466,0.006,0.222,0.087,0.549,-0.005,NA,"Fresno, CA"
4402,"Richmond","KY",116256,38.9,0,0.027,0.105,0.051,0.047,0.058,0.35,25664,0.423,7.78,0.013,1205,5.932,-0.157,-0.003,0.017,0.067,0.594,0.205,0.02,0.016,0.01,-1.328,0.413,0.002,0.205,0.107,0.555,0.001,NA,"Richmond, KY"
10200,"Albany","GA",181765,34.5,1,0.484,0.242,0.091,0.085,0.098,0.35,30170,0.536,10.708,0.023,2728,5.742,-4.581,0.046,0.017,-0.057,0.597,0.159,0.011,0.013,0.016,-1.224,0.398,0.004,0.36,0.101,0.494,-0.013,NA,"Albany, GA"
8201,"Barnwell","SC",72733,35,0,0.551,0.084,0.011,0.013,0.012,0.349,25544,0.438,8.527,0.019,1583,5.594,-17.549,-0.017,0.041,-0.136,0.526,0.248,0.01,0.015,0.009,-1.679,0.443,0.003,0.353,0.076,0.494,-0.017,NA,"Barnwell, SC"
28202,"Omaha","NE",803201,43.1,1,0.073,0.262,0.109,0.092,0.123,0.349,39948,0.432,17.652,0.025,2743,6.173,-0.627,0.012,0.022,-0.068,0.712,0.103,0.018,0.015,0.044,0.535,0.519,0.001,0.208,0.103,0.555,-0.005,NA,"Omaha, NE"
31202,"Burnet","TX",51191,43.2,0,0.011,0.066,0.03,0.023,0.041,0.349,41431,0.457,11.996,0.035,2038,5.983,10.297,-0.015,NA,NA,0.534,0.082,0.034,0.025,0.044,0.27,0.501,0.001,0.173,0.1,0.656,-0.003,NA,"Burnet, TX"
37700,"Santa Rosa","CA",603188,42.3,1,0.013,0.074,0.065,0.062,0.069,0.349,43636,0.445,14.83,0.02,3118,7.597,-14.668,NA,0.01,-0.032,0.645,0.118,0.022,0.026,0.13,-0.103,0.323,0.004,0.207,0.127,0.525,-0.006,NA,"Santa Rosa, CA"
1800,"Goldsboro","NC",222553,37.6,1,0.311,0.113,0.026,0.029,0.021,0.348,28925,0.457,11.11,0.016,1844,4.786,-4.023,0.015,0.018,-0.091,0.617,0.191,0.016,0.021,0.065,-1.612,0.395,0.003,0.25,0.084,0.555,-0.009,NA,"Goldsboro, NC"
8602,"Brunswick","GA",93044,36.2,1,0.239,0.211,0.076,0.063,0.093,0.348,36807,0.535,12.297,0.027,2469,5.777,-8.216,0.054,0.011,-0.206,0.63,0.104,0.015,0.016,0.027,-1.655,0.463,0.002,0.268,0.124,0.567,-0.003,NA,"Brunswick, GA"
38601,"Spokane","WA",608317,43.1,1,0.011,0.047,0.077,0.068,0.089,0.348,34286,0.414,10.294,0.018,2258,5.843,6.227,0.022,0.012,0.05,0.641,0.106,0.029,0.021,0.037,0.371,0.344,0.001,0.212,0.122,0.566,0.002,NA,"Spokane, WA"
15300,"Parkersburg","WV",202967,41.5,1,0.008,0.044,0.028,0.025,0.031,0.346,32372,0.375,7.579,0.017,1826,5.851,-0.284,-0.003,0.025,0.03,0.582,0.19,0.007,0.008,0.008,0.333,0.398,0.001,0.19,0.108,0.599,-0.001,NA,"Parkersburg, WV"
15400,"Zanesville","OH",188410,41.2,1,0.029,0.115,0.027,0.024,0.028,0.346,30313,0.352,8.705,0.019,1635,4.95,7.247,NA,0.016,0.023,0.603,0.24,0.014,0.014,0.008,0.576,0.353,0,0.202,0.107,0.578,-0.006,NA,"Zanesville, OH"
35600,"Hilo","HI",148677,40.1,0,0.004,0.043,0.042,0.045,0.037,0.346,35010,0.439,10.432,0.02,1422,6.563,NA,NA,0.013,-0.091,0.617,0.026,0.029,0.016,0.102,NA,0.398,0.001,0.24,0.107,0.52,0.002,NA,"Hilo, HI"
1702,"Henderson","NC",62926,33.5,0,0.499,0.095,0.034,0.032,0.034,0.345,29492,0.496,12.68,0.016,2116,5.432,-10.284,0.042,0.016,-0.156,0.58,0.262,0.015,0.02,0.031,-1.636,0.437,0.004,0.339,0.086,0.524,-0.022,NA,"Henderson, NC"
4401,"London","KY",144931,39.1,0,0.013,0.105,0.028,0.026,0.025,0.345,22044,0.511,13.431,0.009,1164,6.015,-2.237,0.016,0.014,0.028,0.492,0.164,0.007,0.006,0.007,-1.462,0.507,0,0.201,0.107,0.609,0.002,NA,"London, KY"
12502,"Washington Court House","OH",109851,38.7,0,0.019,0.066,0.019,0.02,0.017,0.345,32903,0.33,8.036,0.019,1850,4.805,7.924,NA,0.018,-0.056,0.654,0.225,0.026,0.023,0.009,0.21,0.318,0,0.193,0.105,0.597,-0.011,NA,"Washington Court House, OH"
12901,"Lexington-Fayette","KY",525970,36.9,1,0.09,0.17,0.082,0.072,0.09,0.345,36577,0.485,13.3,0.019,1527,5.984,-3.656,0.015,0.019,0.054,0.677,0.162,0.016,0.016,0.037,0.304,0.514,0.002,0.223,0.111,0.544,-0.004,NA,"Lexington-Fayette, KY"
13501,"Toledo","OH",834343,39.4,1,0.097,0.29,0.078,0.074,0.079,0.345,38616,0.386,10.884,0.029,2128,6.145,2.054,NA,0.012,-0.054,0.659,0.214,0.013,0.015,0.026,0.442,0.513,0.001,0.236,0.105,0.538,-0.012,NA,"Toledo, OH"
12200,"Grand Rapids","MI",1286045,40.1,1,0.064,0.256,0.066,0.056,0.073,0.344,37483,0.381,12.659,0.026,2328,7.234,0.369,NA,0.012,-0.014,0.682,0.27,0.012,0.012,0.046,0.505,0.469,0.002,0.193,0.095,0.571,-0.015,NA,"Grand Rapids, MI"
17300,"Staunton","VA",188559,41.9,1,0.071,0.079,0.031,0.028,0.033,0.344,34674,0.368,7.971,0.02,1465,6.003,3.633,NA,0.037,0.122,0.607,0.206,0.011,0.007,0.019,-0.2,0.492,0.001,0.197,0.098,0.583,-0.004,NA,"Staunton, VA"
19100,"Reading","PA",1114959,45.5,1,0.026,0.262,0.066,0.068,0.062,0.344,38217,0.372,10.983,0.021,1807,7.694,2.944,-0.001,0.019,0.144,0.65,0.234,0.02,0.015,0.032,0.548,0.538,0.002,0.17,0.079,0.583,-0.006,NA,"Reading, PA"
29301,"Wichita","KS",553506,41.4,1,0.075,0.216,0.102,0.086,0.113,0.344,38847,0.374,12.404,0.024,2058,6.149,-2.99,0.01,0.009,-0.09,0.68,0.244,0.016,0.018,0.056,0.478,0.484,0,0.195,0.114,0.577,-0.009,NA,"Wichita, KS"
29700,"Springfield","MO",440866,41.9,1,0.014,0.067,0.073,0.061,0.084,0.344,31926,0.463,12.472,0.014,1639,4.77,3.364,0.002,0.023,0.027,0.644,0.144,0.02,0.015,0.014,0.311,0.513,0.001,0.19,0.11,0.586,-0.003,NA,"Springfield, MO"
3600,"Alexandria","LA",186516,40.1,1,0.282,0.263,0.057,0.058,0.053,0.343,28236,0.546,13.78,0.021,1722,4.587,-6.213,0.042,0.021,-0.057,0.548,0.072,0.011,0.012,0.012,-0.97,0.611,0.004,0.281,0.098,0.53,0.003,NA,"Alexandria, LA"
6502,"Cleveland","TN",203077,39.2,1,0.033,0.075,0.036,0.035,0.036,0.343,30499,0.418,9.445,0.017,2213,4.251,-4.013,-0.014,0.02,-0.013,0.611,0.324,0.014,0.012,0.016,-0.643,0.627,0.002,0.184,0.115,0.621,-0.008,NA,"Cleveland, TN"
9003,"Dublin","GA",74610,34.9,0,0.399,0.112,0.04,0.04,0.038,0.343,29575,0.529,13.755,0.021,1911,6.142,-2.796,0.031,0.027,0.125,0.569,0.199,0.012,0.01,0.01,-1.15,0.501,0.004,0.318,0.105,0.517,-0.02,NA,"Dublin, GA"
10801,"Tuscaloosa","AL",261112,36.9,1,0.383,0.272,0.088,0.087,0.082,0.343,30158,0.56,14.755,0.013,1979,4.862,-19.805,0,0.031,0.144,0.571,0.177,0.018,0.017,0.015,-1.124,0.475,0.002,0.311,0.092,0.486,-0.016,NA,"Tuscaloosa, AL"
15600,"Wheeling","WV",195637,45.4,1,0.023,0.151,0.035,0.038,0.029,0.343,31111,0.403,10.613,0.017,1664,6.139,1.849,-0.006,0.026,-0.089,0.546,0.141,0.005,0.007,0.009,0.79,0.51,0.001,0.203,0.099,0.57,-0.003,NA,"Wheeling, WV"
17100,"Huntington","KY",344380,39.8,1,0.021,0.144,0.043,0.045,0.041,0.343,29101,0.467,11.153,0.014,1448,6.436,-2.126,0.001,0.02,-0.038,0.541,0.122,0.007,0.008,0.009,-0.404,0.37,0.001,0.208,0.107,0.577,-0.003,NA,"Huntington, KY"
31600,"Brownsville","TX",978369,44.1,1,0.003,0.147,0.066,0.047,0.084,0.343,20392,0.577,15.093,0.026,2360,6.028,-1.41,0.012,0.005,-0.021,0.522,0.082,0.015,0.013,0.282,-2.687,0.533,0.002,0.195,0.06,0.59,-0.006,NA,"Brownsville, TX"
20800,"Springfield","MA",680014,41.5,1,0.055,0.295,0.079,0.08,0.075,0.342,36671,0.413,10.672,0.018,2420,7.855,-0.369,0.007,0.012,0.13,0.647,0.148,0.013,0.015,0.067,0.235,0.586,0.003,0.286,0.095,0.486,-0.004,NA,"Springfield, MA"
21502,"Pine City","MN",41526,47.1,0,0.009,0.099,0.008,0.011,0.008,0.342,32880,0.313,6.585,0.02,2762,6.613,2.736,0.002,0.024,-0.052,0.635,0.158,0.037,0.026,0.011,0.996,0.474,0.001,0.185,0.103,0.588,-0.007,NA,"Pine City, MN"
35801,"Boise City","ID",493970,42.7,1,0.006,0.085,0.072,0.061,0.083,0.342,35642,0.412,12.044,0.016,1584,5.057,-0.77,0.035,0.014,-0.069,0.692,0.155,0.038,0.02,0.058,0.415,0.421,0.001,0.167,0.115,0.597,-0.004,NA,"Boise City, ID"
3101,"McComb","MS",103602,39.6,0,0.443,0.083,0.013,0.01,0.012,0.341,25123,0.505,11.866,0.012,1569,4.398,-16.041,0.011,0.01,-0.061,0.524,0.184,0.012,0.011,0.007,-0.624,0.601,0.002,0.308,0.094,0.515,-0.002,NA,"McComb, MS"
3901,"Monroe","LA",253878,37.9,1,0.337,0.32,0.07,0.066,0.075,0.341,29496,0.571,15.644,0.019,1532,4.623,-6.315,0.046,0.02,-0.055,0.586,0.121,0.011,0.015,0.009,-0.459,0.583,0.004,0.307,0.094,0.527,-0.003,NA,"Monroe, LA"
4903,"Lexington","TN",44884,41,0,0.057,0.078,0.011,0.012,0.012,0.341,31853,0.317,6.22,0.013,1722,3.92,1.607,-0.022,NA,NA,0.596,0.32,0.013,0.011,0.009,-1.398,0.507,0.002,0.194,0.121,0.611,-0.012,NA,"Lexington, TN"
5000,"Tupelo","MS",197774,37.7,0,0.241,0.123,0.022,0.019,0.023,0.341,30736,0.457,11.467,0.013,1984,4.352,-8.12,-0.008,0.01,-0.129,0.627,0.364,0.011,0.011,0.011,-0.694,0.644,0.001,0.246,0.108,0.569,-0.01,NA,"Tupelo, MS"
8402,"Washington","GA",35518,34.7,1,0.424,0.021,0.019,0.003,0.015,0.341,35155,0.491,11.242,0.021,2174,5.394,-5.032,0.037,0.028,NA,0.551,0.261,0.013,0.016,0.016,-0.773,0.436,0.002,0.316,0.095,0.517,-0.015,NA,"Washington, GA"
12501,"Dayton","OH",1179009,38.3,1,0.116,0.355,0.08,0.073,0.084,0.341,39002,0.387,10.176,0.025,2162,5.71,6.093,NA,0.016,0.038,0.653,0.22,0.012,0.015,0.021,0.475,0.398,0.002,0.234,0.112,0.556,-0.011,NA,"Dayton, OH"
1301,"Bennettsville","SC",71586,34.9,0,0.4,0.077,0.01,0.008,0.007,0.34,25531,0.455,12.783,0.02,1335,5.493,-10.92,0.019,0.014,-0.112,0.574,0.36,0.015,0.018,0.012,-2.44,0.49,0.004,0.316,0.091,0.519,-0.024,NA,"Bennettsville, SC"
3800,"Lafayette","LA",548154,43.2,1,0.27,0.194,0.059,0.058,0.058,0.339,28712,0.547,14.406,0.02,2106,4.335,-6.928,0.031,0.018,-0.034,0.58,0.082,0.01,0.01,0.016,-0.997,0.8,0.003,0.258,0.097,0.538,0.01,NA,"Lafayette, LA"
7700,"Lake City","FL",149695,38.7,0,0.206,0.118,0.014,0.017,0.009,0.339,25561,0.415,8.857,0.02,2370,5.592,-5.551,-0.009,0.013,0.098,0.524,0.117,0.022,0.013,0.029,-1.774,0.411,NA,0.246,0.122,0.55,-0.003,NA,"Lake City, FL"
9500,"Talladega","AL",148252,37.9,0,0.284,0.116,0.018,0.019,0.016,0.339,29631,0.422,7.491,0.011,1781,4.659,-14.074,-0.004,0.013,-0.075,0.553,0.298,0.016,0.019,0.006,-1.444,0.528,0.002,0.26,0.105,0.575,-0.006,NA,"Talladega, AL"
6402,"Crossville","TN",104194,40.6,0,0.01,0.076,0.022,0.026,0.017,0.338,29333,0.426,10.83,0.019,1365,4.418,0.409,-0.004,0.01,0.186,0.545,0.269,0.015,0.012,0.014,-1.024,0.434,0.001,0.197,0.112,0.632,-0.007,NA,"Crossville, TN"
13000,"Elizabethtown","KY",176597,42.4,1,0.074,0.156,0.027,0.026,0.026,0.338,29945,0.351,8.532,0.011,1517,5.676,-1.755,-0.006,0.011,-0.103,0.639,0.2,0.032,0.026,0.029,-1.309,0.526,0.001,0.191,0.107,0.612,-0.007,NA,"Elizabethtown, KY"
10802,"Demopolis","AL",63233,37.4,0,0.589,0.113,0.026,0.022,0.035,0.337,27364,0.522,9.592,0.01,1604,5.282,-20.059,-0.007,0.016,0.028,0.497,0.247,0.009,0.017,0.006,-0.731,0.406,0.002,0.372,0.084,0.489,-0.017,NA,"Demopolis, AL"
32100,"Beaumont","TX",497770,43.3,1,0.225,0.295,0.053,0.056,0.056,0.337,31840,0.476,11.668,0.031,1992,5.695,-1.083,-0.003,0.008,-0.112,0.551,0.15,0.013,0.015,0.042,-0.95,0.621,0.002,0.246,0.109,0.578,-0.006,NA,"Beaumont, TX"
16702,"Morgantown","WV",259942,44,1,0.023,0.108,0.052,0.054,0.046,0.336,28593,0.424,9.565,0.015,1641,6.507,-6.397,-0.008,0.027,0.131,0.564,0.081,0.007,0.007,0.019,0.372,0.37,0.001,0.189,0.092,0.536,-0.006,NA,"Morgantown, WV"
24900,"Edwardsville","IL",382997,42.8,1,0.057,0.21,0.045,0.037,0.054,0.336,36421,0.367,11.462,0.017,1584,4.466,2.163,0.009,0.013,0.004,0.634,0.158,0.018,0.017,0.011,0.59,0.507,NA,0.204,0.104,0.573,-0.002,NA,"Edwardsville, IL"
29602,"Eldon","MO",79924,42.3,0,0.003,0.021,0.023,0.017,0.027,0.336,34165,0.401,7.975,0.017,1062,4.696,3.582,-0.013,NA,NA,0.584,0.124,0.023,0.019,0.011,-0.929,0.475,0.002,0.181,0.106,0.629,-0.003,NA,"Eldon, MO"
16600,"Roanoke","VA",468038,39.6,1,0.091,0.225,0.066,0.066,0.064,0.334,34411,0.424,9.212,0.022,1632,6.208,3.084,-0.002,0.024,0.206,0.62,0.171,0.008,0.009,0.027,-0.196,0.458,0.001,0.211,0.096,0.545,-0.004,NA,"Roanoke, VA"
10400,"Meridian","MS",157091,37.3,0,0.344,0.216,0.053,0.059,0.042,0.333,29016,0.477,9.726,0.014,1496,4.355,-9.971,0.014,0.019,-0.067,0.577,0.198,0.011,0.013,0.006,-0.386,0.642,0.001,0.307,0.101,0.52,-0.011,NA,"Meridian, MS"
18000,"Buffalo","NY",2369699,42,1,0.104,0.342,0.098,0.097,0.097,0.333,38618,0.396,10.989,0.037,3031,9.08,3.245,-0.016,0.015,0.029,0.639,0.183,0.007,0.012,0.049,0.394,0.607,0.002,0.251,0.088,0.524,-0.007,NA,"Buffalo, NY"
5800,"Dickson","TN",138212,39.7,1,0.062,0.083,0.021,0.017,0.024,0.33,31374,0.428,11.897,0.017,2132,4.441,2.489,-0.013,0.007,0.086,0.603,0.26,0.018,0.017,0.009,-0.845,0.54,0.002,0.206,0.116,0.608,-0.005,NA,"Dickson, TN"
6200,"Florence","AL",230941,41.5,1,0.09,0.196,0.037,0.039,0.037,0.33,31581,0.448,11.773,0.013,2708,4.862,-3.315,-0.007,0.013,-0.105,0.575,0.256,0.008,0.009,0.015,-0.834,0.609,0.001,0.196,0.102,0.611,-0.009,NA,"Florence, AL"
8000,"Sumter","SC",209914,36.4,1,0.44,0.134,0.052,0.051,0.05,0.33,29459,0.444,8.648,0.016,1518,5.429,-8.166,-0.009,0.014,-0.204,0.607,0.235,0.018,0.021,0.019,-1.854,0.416,0.003,0.286,0.089,0.525,-0.013,NA,"Sumter, SC"
16801,"Beckley","WV",174251,43.4,1,0.061,0.121,0.015,0.012,0.017,0.33,28131,0.446,11.535,0.012,1317,6.099,-6.88,-0.002,0.029,-0.242,0.49,0.069,0.006,0.007,0.009,-0.862,0.303,0.001,0.217,0.104,0.58,-0.006,NA,"Beckley, WV"
33300,"Tyler","TX",434643,42.9,1,0.142,0.2,0.032,0.025,0.037,0.33,32245,0.483,11.932,0.022,1527,5.168,3.891,-0.009,0.018,-0.203,0.56,0.122,0.025,0.02,0.052,-0.807,0.594,0.002,0.204,0.097,0.621,-0.002,NA,"Tyler, TX"
16802,"Summersville","WV",58143,46.5,0,0.003,0.043,0.011,0.009,0.01,0.329,25662,0.452,13.73,0.012,1483,6.065,-6.952,-0.008,0.034,-0.02,0.486,0.094,0.006,0.007,0.005,-0.593,0.322,0.002,0.175,0.101,0.595,-0.004,NA,"Summersville, WV"
19000,"Allentown","PA",637958,44.8,1,0.027,0.214,0.082,0.07,0.094,0.329,39894,0.402,12.055,0.023,2217,7.449,0.125,-0.007,0.02,0.037,0.633,0.206,0.03,0.02,0.051,0.448,0.626,0.001,0.186,0.084,0.567,-0.003,NA,"Allentown, PA"
6100,"Gadsden","AL",304068,41.2,1,0.064,0.265,0.031,0.028,0.032,0.328,30842,0.441,10.908,0.014,1757,4.591,-7.767,0.009,0.01,-0.054,0.596,0.296,0.011,0.012,0.026,-1.024,0.62,0.002,0.198,0.11,0.611,-0.012,NA,"Gadsden, AL"
20401,"Providence","RI",1582997,43.4,1,0.033,0.23,0.089,0.085,0.092,0.328,39543,0.426,13.552,0.025,1879,7.203,-2.206,0.008,0.004,0.097,0.65,0.171,0.014,0.019,0.115,-0.389,0.623,0.002,0.248,0.092,0.524,0,NA,"Providence, RI"
1302,"Florence","SC",548986,35.9,1,0.341,0.201,0.047,0.054,0.043,0.327,32610,0.552,13.675,0.021,1726,5.71,-2.106,-0.018,0.013,-0.032,0.615,0.162,0.023,0.014,0.023,-1.958,0.436,0.003,0.295,0.095,0.529,-0.006,NA,"Florence, SC"
31503,"Laredo","TX",210580,44.9,1,0.002,0.065,0.088,0.064,0.114,0.327,21530,0.645,21.104,0.04,2257,6.223,-11.566,0,0.009,-0.058,0.525,0.037,0.013,0.016,0.281,-2.353,0.721,0.002,0.191,0.058,0.581,-0.006,NA,"Laredo, TX"
100,"Johnson City","TN",576081,38.4,1,0.021,0.09,0.035,0.03,0.038,0.325,31560,0.468,13.459,0.02,1886,5.185,2.728,-0.015,0.014,-0.002,0.587,0.237,0.006,0.005,0.012,-0.298,0.514,0.001,0.19,0.11,0.601,-0.002,NA,"Johnson City, TN"
602,"Galax","VA",64676,40.8,0,0.029,0.131,0.005,0.004,0.006,0.325,30683,0.356,8.706,0.014,1208,5.377,4.9,NA,NA,NA,0.594,0.321,0.006,0.006,0.023,-0.801,0.43,0.001,0.167,0.089,0.622,-0.01,NA,"Galax, VA"
9701,"Columbus","GA",303656,35.2,1,0.406,0.235,0.108,0.109,0.102,0.325,31245,0.499,12.764,0.018,1550,5.365,-9.339,0.025,0.016,-0.1,0.635,0.17,0.028,0.033,0.037,-2.078,0.45,0.004,0.312,0.114,0.494,-0.005,NA,"Columbus, GA"
9301,"Winder","GA",212223,35.5,1,0.18,0.166,0.089,0.104,0.074,0.323,30685,0.505,11.936,0.026,2155,5.547,-6.911,0.048,0.014,0.352,0.664,0.146,0.034,0.028,0.056,-1.44,0.352,0.002,0.23,0.088,0.5,-0.013,NA,"Winder, GA"
