"cz_id","cz_name","state","population_2000","mobility","urban","frac_black","racial_seg","income_seg","poverty_seg","affluence_seg","commute15min","hh_income","gini","top1pc_share","local_tax_rate","local_govt_expenditures","school_expenditures_per_student","test_score_percentile_adj","hs_dropout_rate_adj","number_of_colleges","college_grad_rate_adj","labor_force_participation_rate","manufacturing_employment_share","migration_inflow","migration_outflow","frac_foreign_born","social_capital_index","frac_religion","violent_crime_rate","frac_children_single_mothers","frac_adults_divorced","frac_adults_married","income_growth_06_10","drop_this_column","cz_state"
35904,"Richfield","UT",25012,51,0,0.002,0.015,0.007,0.005,0.008,0.633,28605,0.33,7.302,0.021,2087,4.918,10.733,-0.011,NA,NA,0.607,0.058,0.026,0.033,0.012,-0.791,0.832,0.002,0.12,0.07,0.656,0.013,NA,"Richfield, UT"
26502,"Madison","SD",14160,54.3,0,0.003,0.017,0.022,0.018,0.023,0.632,30819,0.323,9.604,0.027,2611,4.547,13.99,-0.024,0.071,-0.016,0.67,0.167,0.014,0.019,0.008,2.281,0.725,0,0.139,0.068,0.564,0.012,NA,"Madison, SD"
31005,"Perryton","TX",17432,56.1,0,0.001,0.059,0.008,0.004,0.009,0.632,33736,0.366,8.223,0.046,2328,6.59,4.529,-0.027,NA,NA,0.636,0.034,0.003,0.006,0.151,0.396,0.779,0.002,0.124,0.074,0.677,-0.006,NA,"Perryton, TX"
31402,"Pecos","TX",31286,53.4,0,0.027,0.109,0.033,0.021,0.041,0.632,24735,0.431,11.584,0.053,2585,6.427,1.343,-0.011,NA,NA,0.517,0.078,0.012,0.021,0.118,-1.386,0.78,0.001,0.184,0.074,0.619,-0.013,NA,"Pecos, TX"
34303,"Riverton","WY",35804,46.4,0,0.001,0.226,0.02,0.021,0.019,0.632,30954,0.435,10.233,0.021,2643,8.755,-2.51,0.035,0.028,-0.032,0.649,0.03,0.014,0.016,0.008,-0.09,0.421,0.001,0.216,0.127,0.559,0.016,NA,"Riverton, WY"
28402,"Limon","CO",6087,NA,0,0.049,0.059,0.002,0.004,0.001,0.631,25562,0.403,NA,0.035,3139,5.838,NA,NA,NA,NA,0.524,0.02,0.002,0.008,0.018,-0.17,0.346,0,0.175,0.091,0.658,0.018,NA,"Limon, CO"
28305,"Broken Bow","NE",13105,55.5,0,0.001,0.01,0.004,0.002,0.004,0.63,33846,0.3,6.249,0.031,2927,6.951,9.913,-0.034,NA,NA,0.649,0.1,0.007,0.014,0.005,1.554,0.585,0,0.109,0.068,0.664,0.01,NA,"Broken Bow, NE"
29007,"Township 11","KS",8631,50.2,0,0.018,0.026,0.002,0.002,0.001,0.63,34104,0.28,7.854,0.042,3309,7.61,8.363,-0.017,NA,NA,0.608,0.079,0.004,0.009,0.005,1.698,0.683,0,0.162,0.09,0.625,0.018,NA,"Township 11, KS"
27201,"Sioux Center","IA",58454,58.3,0,0.002,0.047,0.007,0.005,0.006,0.629,32542,0.33,13.264,0.023,2097,6.003,10.514,-0.031,0.051,0.195,0.69,0.188,0.008,0.01,0.023,2.82,0.928,0.001,0.082,0.042,0.634,0.005,NA,"Sioux Center, IA"
27902,"York","NE",26871,54.9,0,0.006,0.037,0.004,0.003,0.002,0.628,35524,0.304,7.531,0.032,2505,7.759,5.696,-0.03,0.037,0.057,0.654,0.116,0.013,0.014,0.012,2.329,0.695,0.001,0.115,0.068,0.639,0.01,NA,"York, NE"
35905,"Loa","UT",2509,NA,0,0.002,0,0,0,0,0.628,32242,0.397,NA,0.019,2063,8.2,NA,NA,NA,NA,0.638,0.039,0,0.02,0.017,1.34,0.813,0.001,0.115,0.06,0.685,-0.006,NA,"Loa, UT"
39301,"Friday Harbor","WA",14077,39.1,0,0.002,0.01,0.012,0.022,0.001,0.628,58628,0.796,60.527,0.018,2971,6.766,-3.884,NA,NA,NA,0.587,0.063,0.024,0.021,0.06,2.716,0.171,0,0.219,0.148,0.604,-0.01,NA,"Friday Harbor, WA"
26301,"Devils Lake","ND",22745,47.5,0,0.001,0.452,0.027,0.025,0.022,0.627,32687,0.336,5.591,0.023,1716,5.558,0.439,-0.006,0.088,0.013,0.613,0.06,0.004,0.013,0.012,2.389,0.881,0,0.21,0.081,0.547,-0.003,NA,"Devils Lake, ND"
36901,"Crescent City","CA",48644,39.5,0,0.025,0.117,0.018,0.017,0.014,0.626,29532,0.387,8.285,0.017,2555,5.377,-9.264,0.002,NA,NA,0.478,0.056,0.024,0.02,0.048,-0.418,0.286,0.005,0.255,0.127,0.608,0.002,NA,"Crescent City, CA"
34804,"Clayton","NM",4174,NA,0,0,0,0,0,0,0.625,30305,0.389,NA,0.013,2538,6.4,NA,NA,NA,NA,0.612,0.023,0,0.005,0.022,-0.018,0.471,0.003,0.169,0.099,0.603,-0.013,NA,"Clayton, NM"
27703,"Torrington","WY",21345,50.9,0,0.001,0.025,0.008,0.011,0.005,0.624,31966,0.324,5.398,0.02,3131,6.934,8.823,-0.003,0.047,-0.019,0.637,0.039,0.012,0.021,0.017,0.935,0.411,0.001,0.163,0.105,0.616,0.008,NA,"Torrington, WY"
27102,"Marshall","MN",51470,55.3,0,0.008,0.089,0.017,0.012,0.02,0.621,34330,0.331,9.09,0.02,3783,6.325,11.332,-0.017,0.019,0.029,0.688,0.175,0.009,0.014,0.027,2.843,0.808,0,0.135,0.055,0.608,0.003,NA,"Marshall, MN"
33602,"Altus","OK",48010,45.6,0,0.074,0.081,0.047,0.043,0.05,0.621,28343,0.376,7.529,0.013,2464,4.88,5.331,-0.004,0.021,-0.109,0.582,0.086,0.016,0.023,0.034,-0.928,0.894,0.001,0.199,0.11,0.592,0.001,NA,"Altus, OK"
29003,"Dodge City","KS",42837,47.5,0,0.012,0.151,0.016,0.014,0.009,0.62,31771,0.373,7.995,0.038,2324,5.524,-4.287,-0.022,0.023,-0.086,0.678,0.202,0.008,0.012,0.186,0.719,0.52,0.001,0.143,0.073,0.605,-0.012,NA,"Dodge City, KS"
29101,"Concordia","KS",19894,52.8,0,0.003,0.021,0.009,0.009,0.007,0.62,36131,0.329,9.884,0.028,2256,7.398,9.956,-0.034,0.05,-0.009,0.613,0.101,0.005,0.007,0.011,2.373,0.618,0.001,0.142,0.075,0.614,-0.006,NA,"Concordia, KS"
26004,"International Falls","MN",14355,49,0,0.002,0.006,0.013,0.012,0.012,0.618,37115,0.352,12.528,0.018,3124,7.259,-0.029,0.009,0.139,-0.194,0.601,0.227,0.007,0.009,0.058,1.09,0.697,0.001,0.194,0.103,0.584,0.003,NA,"International Falls, MN"
30901,"Clovis","NM",73078,43.7,0,0.045,0.1,0.055,0.05,0.061,0.617,28205,0.436,13.37,0.014,1511,4.674,-7.413,-0.014,0.027,-0.108,0.619,0.075,0.018,0.023,0.079,-0.742,0.639,0.001,0.214,0.099,0.587,-0.009,NA,"Clovis, NM"
34301,"Cody","WY",37247,52.7,0,0.001,0.021,0.018,0.018,0.019,0.617,32675,0.354,9.305,0.031,3675,7.041,14.809,-0.001,0.027,-0.086,0.628,0.056,0.011,0.014,0.019,-0.026,0.486,0.001,0.153,0.106,0.614,0.019,NA,"Cody, WY"
26804,"Cooperstown","ND",2754,NA,0,0,0.039,0.001,0.001,0.001,0.615,34890,0.403,NA,0.025,1392,6.071,NA,NA,NA,NA,0.583,0.093,0.006,0.008,0.009,2.695,0.746,0,0.086,0.047,0.638,0.011,NA,"Cooperstown, ND"
27401,"Storm Lake","IA",52812,54.8,0,0.003,0.217,0.008,0.007,0.01,0.614,34279,0.318,8.244,0.023,1936,6.03,4.72,-0.033,0.019,0.206,0.644,0.19,0.007,0.011,0.053,2.078,0.741,0,0.146,0.069,0.597,0.004,NA,"Storm Lake, IA"
27801,"Virginia Beach","NE",56990,52.2,0,0.006,0.108,0.028,0.021,0.039,0.614,31600,0.331,11.685,0.025,2142,6.382,9.922,-0.022,0.035,0.055,0.686,0.176,0.013,0.017,0.037,1.106,0.756,0,0.153,0.071,0.605,0.006,NA,"Virginia Beach, NE"
28302,"Ogallala","NE",16920,53.5,0,0.001,0.038,0.005,0.001,0.006,0.614,34904,0.326,8.858,0.037,2532,8.616,10.627,-0.02,NA,NA,0.649,0.061,0.003,0.008,0.017,1.193,0.598,0.001,0.145,0.087,0.638,0.012,NA,"Ogallala, NE"
26704,"Grand Forks","ND",108213,50.8,1,0.009,0.077,0.054,0.052,0.056,0.613,31651,0.333,10.207,0.022,2039,5.709,8.004,-0.017,0.028,0.094,0.68,0.074,0.019,0.024,0.027,1.612,0.674,0.001,0.181,0.074,0.532,0.002,NA,"Grand Forks, ND"
27008,"Parkston","SD",20883,51.1,0,0.001,0.333,0.012,0.013,0.006,0.613,29594,0.34,8.575,0.028,1539,4.736,6.127,-0.027,NA,NA,0.599,0.066,0.007,0.009,0.007,2.774,0.903,0.001,0.14,0.055,0.608,0.013,NA,"Parkston, SD"
30908,"Plainview","TX",52751,44.5,0,0.053,0.068,0.028,0.024,0.04,0.612,27000,0.417,7.827,0.019,1603,5.729,5.612,-0.007,0.019,0.039,0.578,0.112,0.015,0.024,0.072,-0.417,0.874,0.001,0.184,0.074,0.615,-0.009,NA,"Plainview, TX"
32503,"Haskell","TX",15157,49.2,0,0.048,0.022,0.003,0.001,0.002,0.612,29543,0.389,5.069,0.038,2378,7.916,10.797,-0.028,NA,NA,0.516,0.019,0.006,0.01,0.041,0.115,1.049,0.001,0.18,0.073,0.659,0.015,NA,"Haskell, TX"
27504,"Carroll","IA",48729,55.5,0,0.003,0.178,0.01,0.005,0.014,0.611,34862,0.299,6.69,0.025,2694,6.048,6.525,-0.027,NA,NA,0.658,0.168,0.01,0.013,0.026,2.376,0.784,0,0.149,0.071,0.604,0.006,NA,"Carroll, IA"
31007,"Dumas","TX",31880,47.8,0,0.02,0.082,0.021,0.015,0.023,0.611,29327,0.334,5.804,0.038,1967,5.242,2.879,-0.024,NA,NA,0.608,0.206,0.012,0.021,0.151,-0.356,0.568,0.002,0.142,0.072,0.665,-0.01,NA,"Dumas, TX"
34404,"Butte-Silver Bow","MT",54033,47.1,0,0.002,0.027,0.036,0.031,0.042,0.61,30173,0.398,6.68,0.03,1569,5.335,6.263,0.017,0.037,-0.048,0.588,0.05,0.013,0.018,0.014,1.018,0.529,0.001,0.215,0.12,0.543,-0.002,NA,"Butte-Silver Bow, MT"
31006,"Guymon","OK",29937,50.4,0,0.005,0.043,0.007,0.008,0.006,0.609,30685,0.339,6.358,0.029,2403,6.397,0.488,-0.016,0.033,-0.127,0.658,0.128,0.007,0.015,0.149,0.789,0.843,0.003,0.125,0.073,0.641,0.004,NA,"Guymon, OK"
32403,"Snyder","TX",26918,50.1,0,0.082,0.066,0.024,0.019,0.026,0.608,26045,0.373,7.916,0.048,2009,7.856,0.891,-0.009,0.037,-0.02,0.478,0.048,0.011,0.015,0.029,-0.439,0.715,0.001,0.191,0.088,0.594,0.01,NA,"Snyder, TX"
30902,"Littlefield","TX",29588,46.7,0,0.03,0.038,0.01,0.005,0.014,0.607,29302,0.434,9.154,0.042,1755,6.744,3.218,-0.012,NA,NA,0.584,0.109,0.016,0.022,0.093,-0.861,0.866,0.001,0.14,0.077,0.619,-0.011,NA,"Littlefield, TX"
26304,"Minot","ND",74541,56.2,0,0.017,0.088,0.03,0.035,0.026,0.606,31149,0.322,8.634,0.018,1625,4.748,8.783,-0.027,0.027,-0.034,0.668,0.032,0.015,0.024,0.019,1.237,0.614,0,0.156,0.079,0.591,0.016,NA,"Minot, ND"
26802,"Lisbon","ND",16013,59.8,0,0.001,0.015,0.018,0.017,0.014,0.606,35168,0.268,6.895,0.021,1429,4.879,10.804,-0.031,0.062,0.137,0.647,0.192,0.01,0.014,0.011,2.606,0.882,0,0.1,0.07,0.626,0.006,NA,"Lisbon, ND"
31501,"Crystal City","TX",21848,45,0,0.005,0.033,0.02,0.019,0.017,0.606,17379,0.442,10.724,0.046,2097,6.533,-8.178,0.035,NA,NA,0.489,0.062,0.012,0.014,0.109,-1.574,0.777,0.002,0.249,0.068,0.563,0.004,NA,"Crystal City, TX"
33801,"Elk City","OK",60885,50.9,0,0.031,0.076,0.024,0.018,0.032,0.604,28315,0.378,6.759,0.018,1895,5.11,1.21,0.01,0.016,-0.007,0.591,0.076,0.013,0.013,0.023,-0.062,0.836,0.001,0.185,0.102,0.562,0.01,NA,"Elk City, OK"
28608,"Kearney","NE",56033,52.8,0,0.004,0.068,0.04,0.029,0.049,0.603,31135,0.379,13.401,0.026,1721,7.265,10.943,-0.024,0.018,0.173,0.71,0.138,0.016,0.02,0.022,1.265,0.644,0.001,0.165,0.074,0.567,0.005,NA,"Kearney, NE"
30906,"Memphis","TX",9400,47.8,0,0.052,0.071,0.012,0.004,0.013,0.601,29000,0.379,8.488,0.026,2063,6.922,8.631,-0.031,0.106,-0.06,0.575,0.034,0.009,0.014,0.053,0.679,0.826,0.001,0.169,0.087,0.622,0.009,NA,"Memphis, TX"
27009,"Chamberlain","SD",11291,41,0,0.002,0.554,0.056,0.068,0.039,0.6,26746,0.374,7.207,0.025,1366,5.188,13.686,-0.019,NA,NA,0.643,0.023,0.003,0.005,0.005,0.682,0.696,0.001,0.242,0.081,0.531,0.003,NA,"Chamberlain, SD"
30603,"Truth or Consequences","NM",13270,40.8,0,0.004,0.006,0.009,0.01,0.01,0.6,32267,0.347,5.967,0.01,1867,4.238,-18.629,0.037,NA,NA,0.435,0.024,0.008,0.015,0.066,-1.349,0.359,0.002,0.242,0.146,0.557,-0.033,NA,"Truth or Consequences, NM"
27901,"Hastings","NE",42251,51.5,0,0.005,0.059,0.041,0.047,0.036,0.599,34343,0.375,12.631,0.039,3668,7.202,0.591,-0.015,0.024,0.211,0.666,0.147,0.008,0.01,0.038,1.596,0.645,0,0.16,0.078,0.594,-0.003,NA,"Hastings, NE"
34502,"Libby","MT",18837,47.7,0,0.001,0.004,0.009,0.005,0.016,0.599,26385,0.369,9.077,0.025,1638,5.077,5.058,-0.01,NA,NA,0.535,0.127,0.014,0.014,0.014,0.66,0.382,0.001,0.181,0.116,0.619,0.02,NA,"Libby, MT"
27301,"Spencer","IA",61106,53.9,0,0.001,0.021,0.012,0.009,0.013,0.598,38061,0.37,12.545,0.026,2689,6.271,9.503,-0.033,NA,NA,0.657,0.186,0.008,0.01,0.011,1.821,0.781,0,0.147,0.077,0.612,0.014,NA,"Spencer, IA"
28306,"North Platte","NE",35939,48.3,0,0.005,0.038,0.021,0.016,0.023,0.598,35591,0.323,7.625,0.033,2203,6.038,5.513,-0.004,0.028,0.024,0.658,0.037,0.017,0.014,0.011,1.646,0.602,0,0.172,0.095,0.618,0.008,NA,"North Platte, NE"
30801,"Hobbs","NM",90061,49.1,0,0.037,0.071,0.033,0.031,0.035,0.598,27195,0.428,9.764,0.036,2154,5.976,-7.005,-0.017,0.022,-0.193,0.551,0.041,0.014,0.017,0.124,-1.065,0.819,0.001,0.185,0.084,0.613,0.009,NA,"Hobbs, NM"
26504,"Watertown","SD",40078,54.8,0,0.001,0.028,0.023,0.02,0.023,0.595,35143,0.33,7.69,0.027,2099,4.92,14.26,-0.013,0.025,0.376,0.693,0.199,0.012,0.015,0.011,1.789,0.826,0.001,0.144,0.071,0.611,0.003,NA,"Watertown, SD"
29402,"Emporia","KS",47830,46.1,0,0.017,0.147,0.033,0.034,0.039,0.595,29885,0.313,6.731,0.037,2568,8.784,1.357,-0.023,0.042,0.056,0.689,0.198,0.011,0.02,0.07,0.753,0.491,0.001,0.172,0.092,0.558,-0.004,NA,"Emporia, KS"
29104,"Salina","KS",63338,43.9,0,0.026,0.07,0.069,0.048,0.09,0.594,35541,0.375,11.286,0.023,1964,5.878,6.971,-0.021,0.032,0.074,0.692,0.167,0.018,0.019,0.035,1.742,0.546,0.002,0.196,0.11,0.59,-0.005,NA,"Salina, KS"
29004,"Great Bend","KS",47227,50.5,0,0.015,0.096,0.014,0.015,0.012,0.59,33946,0.288,5.615,0.032,2292,6.736,9.964,-0.009,0.021,-0.028,0.642,0.1,0.01,0.01,0.037,1.878,0.709,0.001,0.16,0.091,0.624,0.005,NA,"Great Bend, KS"
27202,"Worthington","MN",60435,54.3,0,0.005,0.193,0.01,0.006,0.01,0.589,34678,0.271,6.866,0.02,3025,6.848,8.616,-0.018,NA,NA,0.653,0.193,0.004,0.01,0.043,2.813,0.864,0.001,0.132,0.059,0.627,0.004,NA,"Worthington, MN"
31304,"Mason","TX",3738,NA,0,0.001,0.058,0.015,0.03,0.009,0.589,44195,0.255,NA,0.033,1861,7.087,NA,NA,NA,NA,0.57,0.049,NA,NA,0.054,0.72,0.775,0,0.178,0.091,0.631,-0.025,NA,"Mason, TX"
26003,"West Cook UT","MN",5168,NA,0,0.003,0.037,0,0,0,0.588,39706,0.336,NA,0.038,4652,6.391,NA,NA,NA,NA,0.672,0.062,0.013,0.007,0.023,3.963,0.474,0.001,0.19,0.103,0.599,0.013,NA,"West Cook UT, MN"
27704,"Gordon","SD",22238,34.8,0,0.001,0.486,0.034,0.046,0.019,0.588,19815,0.334,6.245,0.017,1751,6.731,-19.811,-0.006,0.045,-0.277,0.57,0.019,0.009,0.01,0.007,-0.153,0.454,0.001,0.318,0.095,0.454,-0.011,NA,"Gordon, SD"
32402,"Sweetwater","TX",20146,47.2,0,0.041,0.084,0.041,0.032,0.051,0.588,28676,0.417,7.36,0.031,1820,7.216,13.841,-0.01,0.05,-0.011,0.565,0.112,0.015,0.019,0.037,-0.553,0.813,0.001,0.244,0.092,0.588,0.009,NA,"Sweetwater, TX"
31001,"Garden City","KS",52031,46.5,0,0.008,0.103,0.015,0.01,0.021,0.586,30158,0.37,8.429,0.047,2953,6.504,-1.545,-0.004,0.019,-0.031,0.685,0.186,0.008,0.018,0.207,0.517,0.55,0.002,0.16,0.079,0.614,0.003,NA,"Garden City, KS"
27005,"Yankton","SD",47901,57.6,0,0.006,0.148,0.017,0.012,0.016,0.583,31086,0.309,6.798,0.025,1860,6.307,8.914,-0.017,0.021,0.071,0.636,0.142,0.007,0.012,0.011,1.31,0.769,0.001,0.138,0.068,0.619,0.009,NA,"Yankton, SD"
34304,"Sheridan","WY",46306,45.1,0,0.001,0.421,0.018,0.012,0.023,0.583,32114,0.501,20.947,0.024,2865,6.88,1.819,0.017,0.043,-0.164,0.648,0.028,0.015,0.017,0.013,1.138,0.454,0.001,0.204,0.121,0.58,0.006,NA,"Sheridan, WY"
26702,"Grafton","ND",31090,56.7,0,0.002,0.072,0.013,0.012,0.012,0.582,34409,0.337,9.879,0.026,2180,5.561,8.881,-0.026,0.032,NA,0.617,0.112,0.007,0.012,0.026,2.415,0.876,0,0.124,0.067,0.617,0.019,NA,"Grafton, ND"
30907,"Matador","TX",1426,NA,0,0.035,0,0,0,0,0.582,36160,0.471,NA,0.027,1490,8.484,NA,NA,NA,NA,0.55,0.079,NA,NA,0.032,1.841,0.82,0.001,0.171,0.07,0.646,-0.03,NA,"Matador, TX"
36302,"Salmon","ID",12148,48.4,0,0.001,0.013,0.005,0.001,0.006,0.582,30782,0.323,6.123,0.013,1797,4.926,8.031,0.014,NA,NA,0.586,0.048,0.002,0.006,0.018,0.783,0.385,0.001,0.142,0.117,0.625,0.009,NA,"Salmon, ID"
27802,"Columbus","NE",61167,55.7,0,0.002,0.212,0.012,0.01,0.017,0.581,34258,0.279,7.077,0.023,11529,6.299,4.493,-0.012,NA,NA,0.689,0.271,0.008,0.015,0.055,0.982,0.751,0,0.131,0.062,0.629,0,NA,"Columbus, NE"
21801,"Mason City","IA",78179,50,0,0.005,0.032,0.016,0.018,0.013,0.58,36400,0.321,9.048,0.026,2124,5.795,5.24,-0.026,0.038,-0.014,0.672,0.229,0.008,0.01,0.015,2.127,0.724,0.002,0.181,0.091,0.59,0.005,NA,"Mason City, IA"
32304,"Uvalde","TX",35212,45.9,0,0.002,0.117,0.015,0.011,0.011,0.58,26771,0.535,13.255,0.031,2366,6.031,-2.206,0.006,0.028,-0.139,0.565,0.064,0.018,0.022,0.107,-0.435,0.872,0.002,0.182,0.076,0.614,0.011,NA,"Uvalde, TX"
28503,"Trinidad","CO",23069,44.8,0,0.011,0.065,0.019,0.019,0.022,0.579,30720,0.372,6.173,0.041,3305,6.233,-3.549,NA,0.043,0.091,0.525,0.041,0.012,0.018,0.02,0.505,0.708,0.003,0.242,0.12,0.541,0.01,NA,"Trinidad, CO"
39205,"John Day","OR",7935,49.7,0,0.001,0.002,0.002,0.004,0.001,0.579,32736,0.311,4.4,0.013,3429,7.887,12.204,-0.039,NA,NA,0.615,0.099,0.003,0.015,0.015,0.208,0.331,0,0.195,0.108,0.628,0.008,NA,"John Day, OR"
27602,"Eagle Butte","SD",8491,35.2,0,0,0.177,0.034,0.033,0.019,0.578,18546,0.317,5.469,0.016,1574,6.721,0.729,0.064,0.118,NA,0.578,0.018,0.004,0.008,0.005,-0.009,0.528,0.002,0.322,0.124,0.422,0.021,NA,"Eagle Butte, SD"
29201,"Hiawatha","KS",21441,56.6,0,0.01,0.115,0.008,0.005,0.005,0.578,34022,0.317,8.562,0.021,1956,6.534,15.663,-0.025,NA,NA,0.629,0.139,0.009,0.017,0.009,2.298,0.744,0,0.149,0.079,0.609,-0.002,NA,"Hiawatha, KS"
32302,"Brady","TX",23666,48,0,0.013,0.046,0.023,0.02,0.023,0.577,27666,0.466,14.675,0.022,2335,6.125,7.546,-0.024,NA,NA,0.52,0.135,0.01,0.016,0.038,-0.828,0.731,0.001,0.178,0.077,0.655,0.003,NA,"Brady, TX"
35902,"Price","UT",54045,50,0,0.002,0.039,0.016,0.015,0.015,0.577,26759,0.288,5.884,0.033,2778,4.631,4.096,-0.015,0.037,0.031,0.596,0.077,0.019,0.03,0.033,-0.176,0.772,0.001,0.13,0.079,0.598,-0.002,NA,"Price, UT"
20403,"Oak Bluffs","MA",14987,43.4,0,0.023,0.016,0.008,0.01,0.003,0.576,48059,0.403,10.469,0.054,3752,NA,17.311,-0.001,NA,NA,0.682,0.029,0.012,0.011,0.063,4.994,0.86,0.001,0.211,0.126,0.515,-0.02,NA,"Oak Bluffs, MA"
27302,"Fairmont","MN",49010,52,0,0.002,0.052,0.017,0.021,0.013,0.576,35648,0.294,7.086,0.022,3270,7.665,9.026,-0.013,0.02,0.058,0.648,0.207,0.009,0.012,0.016,2.86,0.878,0.001,0.157,0.073,0.608,0.007,NA,"Fairmont, MN"
26107,"Kirksville","MO",38491,47.2,0,0.008,0.047,0.031,0.035,0.025,0.575,26767,0.433,11.805,0.016,1337,5.052,5.694,0.002,0.026,0.346,0.618,0.117,0.007,0.012,0.014,0.836,0.466,0.001,0.168,0.078,0.506,-0.009,NA,"Kirksville, MO"
35901,"St. George","UT",130138,46.2,1,0.002,0.028,0.031,0.026,0.033,0.575,31383,0.405,13.401,0.023,2203,4.922,0.549,-0.011,0.015,-0.041,0.602,0.079,0.077,0.035,0.038,-1.208,0.755,0.001,0.136,0.072,0.634,0.003,NA,"St. George, UT"
36403,"Soda Springs","ID",13715,53.6,0,0.001,0.018,0.011,0.003,0.01,0.575,29943,0.251,4.487,0.021,2757,4.584,5.784,-0.02,NA,NA,0.585,0.165,0.007,0.015,0.015,0.345,0.818,0.001,0.103,0.07,0.667,0.017,NA,"Soda Springs, ID"
26303,"Turtle Mountain UT","ND",16550,40.8,0,0.001,0.46,0.018,0.028,0.006,0.574,25045,0.394,7.113,0.016,1726,6.415,-16.988,0.048,0.06,-0.175,0.58,0.064,0.008,0.014,0.012,0.425,1.019,0,0.332,0.097,0.478,-0.009,NA,"Turtle Mountain UT, ND"
27402,"Fort Dodge","IA",101165,49.7,0,0.015,0.109,0.019,0.015,0.021,0.572,35646,0.33,10.56,0.027,2322,6.203,4.168,-0.022,0.01,0.014,0.627,0.184,0.006,0.009,0.018,2.08,0.719,0.002,0.174,0.091,0.588,0.001,NA,"Fort Dodge, IA"
21202,"Redwood Falls","MN",33969,56.2,0,0.001,0.098,0.005,0.005,0.007,0.571,37685,0.285,7.039,0.021,2928,6.256,7.455,-0.026,NA,NA,0.653,0.184,0.012,0.017,0.013,2.83,0.874,0.002,0.138,0.068,0.615,0,NA,"Redwood Falls, MN"
29505,"Polk","MO",33693,50.6,0,0.013,0.046,0.015,0.016,0.011,0.569,27754,0.312,6.424,0.019,1336,5.779,3.919,-0.02,0.059,0.159,0.631,0.169,0.01,0.015,0.01,0.927,0.596,0.002,0.146,0.077,0.53,-0.004,NA,"Polk, MO"
30401,"Stillwater","OK",79601,45.8,0,0.033,0.047,0.072,0.071,0.068,0.568,26432,0.408,8.371,0.017,2149,5.159,0.166,-0.009,0.013,0.218,0.638,0.114,0.027,0.033,0.04,0.074,0.554,0.001,0.186,0.089,0.491,-0.009,NA,"Stillwater, OK"
34902,"Socorro","NM",21621,41.2,0,0.005,0.204,0.018,0.017,0.015,0.565,24360,0.423,7.177,0.01,1630,5.411,-15.373,-0.025,0.046,0.159,0.563,0.056,0.014,0.021,0.056,-0.694,0.418,0.004,0.248,0.123,0.513,0.003,NA,"Socorro, NM"
27702,"Cheyenne","WY",95526,46.1,1,0.021,0.064,0.056,0.043,0.072,0.564,34425,0.366,9.978,0.017,3061,5.823,2.301,0.009,0.01,-0.248,0.664,0.055,0.028,0.027,0.026,0.876,0.5,0.001,0.199,0.125,0.583,0.012,NA,"Cheyenne, WY"
21301,"Mankato","MN",149925,51.9,1,0.007,0.113,0.032,0.029,0.036,0.563,34778,0.303,10.199,0.019,2663,6.464,6.834,-0.014,0.04,0.121,0.717,0.216,0.017,0.017,0.028,2.004,0.701,0.001,0.161,0.067,0.552,-0.004,NA,"Mankato, MN"
26602,"Sisseton","SD",20859,48.6,0,0.001,0.263,0.011,0.016,0.004,0.563,30613,0.292,4.579,0.026,1563,5.094,4.794,-0.006,0.048,-0.158,0.6,0.099,0.008,0.009,0.007,2.331,0.831,0.001,0.171,0.078,0.579,0.006,NA,"Sisseton, SD"
29302,"Newton","KS",75784,48.1,1,0.011,0.073,0.012,0.01,0.015,0.563,36055,0.279,6.387,0.025,2175,7.414,14.538,-0.022,0.079,0.112,0.666,0.221,0.015,0.018,0.02,2.756,0.626,0.001,0.133,0.078,0.628,0.004,NA,"Newton, KS"
22002,"Iowa Falls","IA",29516,52,0,0.004,0.083,0.009,0.012,0.007,0.561,36422,0.303,9.269,0.026,2495,5.982,3.677,-0.028,NA,-0.068,0.641,0.164,0.014,0.015,0.026,2.434,0.729,0.001,0.146,0.071,0.612,0,NA,"Iowa Falls, IA"
27903,"Grand Island","NE",77708,50.3,1,0.003,0.15,0.032,0.023,0.037,0.561,33160,0.355,10.709,0.026,2479,7.078,-1.948,0.003,0.013,-0.102,0.691,0.168,0.013,0.016,0.06,1.308,0.802,0.002,0.172,0.089,0.616,0,NA,"Grand Island, NE"
30502,"Enid","OK",102415,50,0,0.031,0.079,0.034,0.03,0.041,0.561,31507,0.372,8.515,0.018,1694,5.108,0.799,-0.012,0.01,-0.043,0.6,0.097,0.012,0.018,0.023,0.78,0.697,0.001,0.184,0.103,0.598,0.004,NA,"Enid, OK"
35803,"McCall","ID",11127,44.3,0,0,0.006,0.017,0.014,0.019,0.561,33157,0.49,16.583,0.027,2807,7.824,10.852,0,0.09,NA,0.599,0.069,0.042,0.033,0.015,1.175,0.285,0.002,0.144,0.116,0.661,0.02,NA,"McCall, ID"
26102,"Marshall","MO",48599,44.8,0,0.037,0.093,0.025,0.021,0.032,0.559,31245,0.352,8.005,0.014,1563,5.395,-2.981,0.002,0.021,-0.026,0.62,0.171,0.015,0.015,0.019,0.857,0.651,0.002,0.188,0.101,0.58,-0.008,NA,"Marshall, MO"
